mcc,industry,avg_invoice_size,monthly_txn_count,annual_payment_volume,supplier_margin_profile,payment_speed_preference,card_acceptance_history,reconciliation_complexity,geography,currency,servicing_cost,vendor_id,offer_rate_bps,offer_settlement,offer_fee_cap,accepted
5172,fuel_energy,2815.51,25,2153004.3,healthy,standard,rejected,medium,cross_border,EUR,low,V012738,280,same_day,none,0
5172,fuel_energy,565.82,18,448602.85,moderate,fast,rejected,high,domestic,USD,low,V012739,280,same_day,capped,0
5172,fuel_energy,565.82,18,448602.85,moderate,fast,rejected,high,domestic,USD,low,V012739,280,next_day,capped,0
5211,construction,3493.63,2,67778.98,thin,immediate,rejected,low,domestic,USD,medium,V012740,220,same_day,none,1
5211,construction,3493.63,2,67778.98,thin,immediate,rejected,low,domestic,USD,medium,V012740,280,next_day,none,0
5211,construction,850.94,21,2719539.24,moderate,standard,rejected,low,domestic,USD,low,V012741,150,next_day,none,0
5211,construction,850.94,21,2719539.24,moderate,standard,rejected,low,domestic,USD,low,V012741,80,next_day,none,1
5734,software,1247.93,26,7777316.19,thin,standard,accepted,medium,domestic,USD,medium,V012742,80,next_day,capped,1
5734,software,1247.93,26,7777316.19,thin,standard,accepted,medium,domestic,USD,medium,V012742,220,same_day,capped,1
5199,industrial,1198.21,28,5146799.9,thin,standard,never_offered,medium,domestic,USD,low,V012743,220,next_day,capped,0
5199,industrial,1198.21,28,5146799.9,thin,standard,never_offered,medium,domestic,USD,low,V012743,150,same_day,capped,1
7399,professional_services,95.95,15,225844.26,moderate,immediate,accepted,medium,domestic,USD,low,V012744,80,same_day,capped,1
7399,professional_services,95.95,15,225844.26,moderate,immediate,accepted,medium,domestic,USD,low,V012744,280,same_day,capped,1
5734,software,4170.41,26,22304452.13,thin,standard,accepted,high,domestic,USD,medium,V012745,220,next_day,capped,0
5734,software,4170.41,26,22304452.13,thin,standard,accepted,high,domestic,USD,medium,V012745,150,same_day,none,1
5172,fuel_energy,18655.22,3,4441583.64,moderate,standard,rejected,medium,domestic,USD,low,V012746,150,next_day,none,0
5172,fuel_energy,18655.22,3,4441583.64,moderate,standard,rejected,medium,domestic,USD,low,V012746,150,same_day,none,0
5111,office_supplies,393.82,6,216080.81,thin,standard,accepted,low,domestic,USD,high,V012747,220,next_day,capped,0
5111,office_supplies,393.82,6,216080.81,thin,standard,accepted,low,domestic,USD,high,V012747,150,next_day,capped,1
5199,industrial,220.5,7,457721.28,thin,standard,rejected,medium,domestic,USD,medium,V012748,280,same_day,capped,0
5199,industrial,220.5,7,457721.28,thin,standard,rejected,medium,domestic,USD,medium,V012748,150,same_day,none,0
5111,office_supplies,635.85,17,680142.79,healthy,standard,accepted,medium,domestic,USD,high,V012749,220,next_day,none,1
5111,office_supplies,635.85,17,680142.79,healthy,standard,accepted,medium,domestic,USD,high,V012749,150,same_day,none,1
5065,industrial,1732.86,2,534617.27,thin,standard,rejected,medium,cross_border,EUR,medium,V012750,280,next_day,capped,0
5065,industrial,1732.86,2,534617.27,thin,standard,rejected,medium,cross_border,EUR,medium,V012750,280,same_day,none,0
5065,industrial,8667.9,3,1169733.08,moderate,standard,accepted,low,cross_border,GBP,low,V012751,220,next_day,capped,0
5065,industrial,8667.9,3,1169733.08,moderate,standard,accepted,low,cross_border,GBP,low,V012751,280,same_day,capped,1
8911,engineering,4249.5,12,11094563.73,thin,standard,rejected,low,domestic,USD,medium,V012752,280,same_day,capped,0
8911,engineering,4249.5,12,11094563.73,thin,standard,rejected,low,domestic,USD,medium,V012752,220,next_day,capped,1
5211,construction,135.07,11,155659.18,healthy,standard,accepted,high,domestic,USD,low,V012753,220,next_day,capped,1
5211,construction,135.07,11,155659.18,healthy,standard,accepted,high,domestic,USD,low,V012753,80,same_day,capped,1
8911,engineering,1038.79,14,830112.89,moderate,standard,accepted,high,domestic,USD,low,V012754,150,next_day,capped,1
8911,engineering,1038.79,14,830112.89,moderate,standard,accepted,high,domestic,USD,low,V012754,220,same_day,none,1
5085,industrial,1317.54,12,192185.13,moderate,fast,rejected,low,domestic,USD,medium,V012755,220,same_day,capped,1
5085,industrial,1317.54,12,192185.13,moderate,fast,rejected,low,domestic,USD,medium,V012755,220,next_day,capped,1
5122,pharma,2640.42,13,2169231.22,healthy,standard,never_offered,medium,domestic,USD,low,V012756,220,next_day,capped,0
5122,pharma,2640.42,13,2169231.22,healthy,standard,never_offered,medium,domestic,USD,low,V012756,280,same_day,none,1
5085,industrial,86.96,27,162607.14,healthy,fast,accepted,low,domestic,USD,medium,V012757,280,next_day,capped,1
5085,industrial,86.96,27,162607.14,healthy,fast,accepted,low,domestic,USD,medium,V012757,150,same_day,capped,1
5085,industrial,632.05,22,1858134.7,thin,standard,never_offered,low,domestic,USD,low,V012758,150,same_day,none,0
5085,industrial,632.05,22,1858134.7,thin,standard,never_offered,low,domestic,USD,low,V012758,80,same_day,none,0
5211,construction,1472.51,7,933722.6,thin,standard,never_offered,high,domestic,USD,low,V012759,80,next_day,none,0
5211,construction,1472.51,7,933722.6,thin,standard,never_offered,high,domestic,USD,low,V012759,220,next_day,capped,0
5199,industrial,335.57,15,595313.65,thin,fast,rejected,low,domestic,USD,high,V012760,150,same_day,capped,0
5199,industrial,335.57,15,595313.65,thin,fast,rejected,low,domestic,USD,high,V012760,80,same_day,capped,1
7372,it_services,1745.48,8,612468.15,thin,immediate,never_offered,low,cross_border,EUR,low,V012761,220,next_day,capped,1
7372,it_services,1745.48,8,612468.15,thin,immediate,never_offered,low,cross_border,EUR,low,V012761,220,next_day,none,1
7392,professional_services,6618.37,2,1299541.89,moderate,immediate,rejected,high,domestic,USD,high,V012762,280,next_day,none,0
7392,professional_services,6618.37,2,1299541.89,moderate,immediate,rejected,high,domestic,USD,high,V012762,150,next_day,capped,1
5734,software,1343.43,4,505953.85,thin,standard,never_offered,medium,domestic,USD,low,V012763,150,next_day,none,1
5734,software,1343.43,4,505953.85,thin,standard,never_offered,medium,domestic,USD,low,V012763,80,same_day,none,1
7399,professional_services,1266.86,17,1453209.23,moderate,fast,never_offered,medium,domestic,USD,medium,V012764,80,next_day,capped,1
7399,professional_services,1266.86,17,1453209.23,moderate,fast,never_offered,medium,domestic,USD,medium,V012764,220,same_day,capped,1
4214,freight_logistics,8127.31,6,13034443.98,thin,standard,rejected,medium,domestic,USD,high,V012765,220,same_day,none,0
4214,freight_logistics,8127.31,6,13034443.98,thin,standard,rejected,medium,domestic,USD,high,V012765,80,same_day,capped,0
5122,pharma,6712.15,15,7159364.68,healthy,fast,never_offered,low,domestic,USD,high,V012766,220,same_day,capped,1
5122,pharma,6712.15,15,7159364.68,healthy,fast,never_offered,low,domestic,USD,high,V012766,220,next_day,none,1
5172,fuel_energy,2210.89,4,2097673.67,moderate,standard,rejected,high,domestic,USD,low,V012767,220,same_day,capped,0
5172,fuel_energy,2210.89,4,2097673.67,moderate,standard,rejected,high,domestic,USD,low,V012767,220,next_day,capped,1
5211,construction,3774.81,18,19627582.34,moderate,immediate,never_offered,high,domestic,USD,low,V012768,80,next_day,none,0
5211,construction,3774.81,18,19627582.34,moderate,immediate,never_offered,high,domestic,USD,low,V012768,80,same_day,capped,1
7399,professional_services,4997.21,4,4609846.92,thin,immediate,rejected,low,domestic,USD,medium,V012769,150,next_day,none,1
7399,professional_services,4997.21,4,4609846.92,thin,immediate,rejected,low,domestic,USD,medium,V012769,80,next_day,none,0
5111,office_supplies,149.23,12,20986.41,moderate,fast,accepted,medium,domestic,USD,low,V012770,220,same_day,none,1
5111,office_supplies,149.23,12,20986.41,moderate,fast,accepted,medium,domestic,USD,low,V012770,220,next_day,none,1
7392,professional_services,10447.52,3,1658132.36,moderate,standard,rejected,medium,cross_border,EUR,low,V012771,280,same_day,none,0
7392,professional_services,10447.52,3,1658132.36,moderate,standard,rejected,medium,cross_border,EUR,low,V012771,280,next_day,capped,0
5199,industrial,1749.43,3,1365243.84,thin,standard,rejected,medium,cross_border,EUR,low,V012772,80,next_day,none,1
5199,industrial,1749.43,3,1365243.84,thin,standard,rejected,medium,cross_border,EUR,low,V012772,150,next_day,capped,0
5734,software,1611.75,18,3722685.89,moderate,standard,never_offered,low,cross_border,GBP,low,V012773,150,next_day,capped,0
5734,software,1611.75,18,3722685.89,moderate,standard,never_offered,low,cross_border,GBP,low,V012773,280,next_day,none,0
5211,construction,3139.63,3,1272878.04,thin,immediate,rejected,low,domestic,USD,medium,V012774,280,next_day,none,0
5211,construction,3139.63,3,1272878.04,thin,immediate,rejected,low,domestic,USD,medium,V012774,280,same_day,capped,0
5211,construction,1198.07,12,470640.42,moderate,fast,accepted,medium,cross_border,EUR,low,V012775,220,same_day,none,0
5211,construction,1198.07,12,470640.42,moderate,fast,accepted,medium,cross_border,EUR,low,V012775,150,next_day,capped,1
5169,chemicals,1814.3,2,907317.01,healthy,standard,never_offered,low,domestic,USD,low,V012776,280,same_day,none,1
5169,chemicals,1814.3,2,907317.01,healthy,standard,never_offered,low,domestic,USD,low,V012776,150,same_day,capped,1
5169,chemicals,364.71,7,384394.7,healthy,fast,never_offered,low,domestic,USD,low,V012777,280,next_day,none,0
5169,chemicals,364.71,7,384394.7,healthy,fast,never_offered,low,domestic,USD,low,V012777,280,same_day,none,1
5169,chemicals,889.07,18,4349315.23,thin,fast,rejected,high,domestic,USD,low,V012778,220,next_day,none,0
5169,chemicals,889.07,18,4349315.23,thin,fast,rejected,high,domestic,USD,low,V012778,280,same_day,none,0
5199,industrial,1485.91,21,3366944.6,thin,standard,never_offered,high,cross_border,GBP,low,V012779,220,same_day,none,0
5199,industrial,1485.91,21,3366944.6,thin,standard,never_offered,high,cross_border,GBP,low,V012779,220,same_day,none,1
8911,engineering,5846.1,19,26077763.38,thin,fast,accepted,low,domestic,USD,medium,V012780,80,next_day,none,1
8911,engineering,5846.1,19,26077763.38,thin,fast,accepted,low,domestic,USD,medium,V012780,80,next_day,none,1
5085,industrial,3661.84,22,11558888.78,healthy,standard,never_offered,low,cross_border,EUR,medium,V012781,280,same_day,none,1
5085,industrial,3661.84,22,11558888.78,healthy,standard,never_offered,low,cross_border,EUR,medium,V012781,150,same_day,capped,1
7372,it_services,5080.84,9,5522829.81,moderate,standard,accepted,medium,domestic,USD,high,V012782,80,same_day,none,1
7372,it_services,5080.84,9,5522829.81,moderate,standard,accepted,medium,domestic,USD,high,V012782,220,next_day,capped,1
5137,office_supplies,800.86,11,510390.22,moderate,standard,never_offered,medium,domestic,USD,medium,V012783,280,same_day,capped,0
5137,office_supplies,800.86,11,510390.22,moderate,standard,never_offered,medium,domestic,USD,medium,V012783,80,same_day,none,1
5211,construction,1440.61,12,615609.87,healthy,immediate,accepted,medium,domestic,USD,low,V012784,280,next_day,none,0
5211,construction,1440.61,12,615609.87,healthy,immediate,accepted,medium,domestic,USD,low,V012784,280,next_day,none,1
7372,it_services,106.46,12,137519.2,healthy,standard,rejected,low,domestic,USD,low,V012785,220,same_day,capped,0
7372,it_services,106.46,12,137519.2,healthy,standard,rejected,low,domestic,USD,low,V012785,220,same_day,capped,1
5172,fuel_energy,1510.8,5,1887859.51,thin,fast,rejected,medium,domestic,USD,medium,V012786,280,same_day,none,0
5172,fuel_energy,1510.8,5,1887859.51,thin,fast,rejected,medium,domestic,USD,medium,V012786,220,same_day,none,0
5122,pharma,3241.67,14,1054203.74,moderate,immediate,rejected,low,cross_border,GBP,medium,V012787,280,same_day,none,1
5122,pharma,3241.67,14,1054203.74,moderate,immediate,rejected,low,cross_border,GBP,medium,V012787,80,same_day,none,1
8911,engineering,12421.54,16,52156159.76,moderate,immediate,never_offered,low,domestic,USD,low,V012788,80,same_day,capped,1
8911,engineering,12421.54,16,52156159.76,moderate,immediate,never_offered,low,domestic,USD,low,V012788,220,next_day,none,0
5137,office_supplies,559.45,3,151144.47,moderate,standard,never_offered,medium,domestic,USD,low,V012789,220,next_day,none,1
5137,office_supplies,559.45,3,151144.47,moderate,standard,never_offered,medium,domestic,USD,low,V012789,80,same_day,none,1
5085,industrial,2591.46,8,4261923.71,healthy,fast,never_offered,low,cross_border,EUR,low,V012790,280,next_day,capped,1
5085,industrial,2591.46,8,4261923.71,healthy,fast,never_offered,low,cross_border,EUR,low,V012790,220,same_day,none,1
7399,professional_services,1087.53,4,1155888.51,healthy,immediate,accepted,low,domestic,USD,low,V012791,280,next_day,capped,1
7399,professional_services,1087.53,4,1155888.51,healthy,immediate,accepted,low,domestic,USD,low,V012791,80,same_day,capped,1
7399,professional_services,11625.98,8,16056821.06,healthy,standard,accepted,low,domestic,USD,low,V012792,80,next_day,capped,1
7399,professional_services,11625.98,8,16056821.06,healthy,standard,accepted,low,domestic,USD,low,V012792,150,next_day,capped,1
5734,software,183.59,15,405786.38,healthy,standard,accepted,low,domestic,USD,low,V012793,150,same_day,none,1
5734,software,183.59,15,405786.38,healthy,standard,accepted,low,domestic,USD,low,V012793,220,same_day,capped,1
5111,office_supplies,477.41,12,1163707.32,thin,immediate,never_offered,low,domestic,USD,medium,V012794,150,next_day,capped,1
5111,office_supplies,477.41,12,1163707.32,thin,immediate,never_offered,low,domestic,USD,medium,V012794,280,next_day,capped,0
4214,freight_logistics,2391.89,13,4667607.29,thin,standard,accepted,medium,domestic,USD,low,V012795,220,next_day,capped,0
4214,freight_logistics,2391.89,13,4667607.29,thin,standard,accepted,medium,domestic,USD,low,V012795,80,same_day,none,1
8911,engineering,2050.02,11,676024.81,thin,immediate,rejected,high,domestic,USD,high,V012796,220,same_day,none,1
8911,engineering,2050.02,11,676024.81,thin,immediate,rejected,high,domestic,USD,high,V012796,280,next_day,capped,0
5211,construction,2409.15,11,2978697.35,thin,immediate,rejected,high,cross_border,EUR,medium,V012797,220,next_day,none,1
5211,construction,2409.15,11,2978697.35,thin,immediate,rejected,high,cross_border,EUR,medium,V012797,150,next_day,capped,0
5199,industrial,339.03,19,1051476.19,thin,standard,accepted,medium,cross_border,CAD,medium,V012798,220,same_day,capped,0
5199,industrial,339.03,19,1051476.19,thin,standard,accepted,medium,cross_border,CAD,medium,V012798,220,next_day,capped,0
5065,industrial,760.06,4,176234.54,moderate,standard,rejected,low,domestic,USD,medium,V012799,80,same_day,none,1
5065,industrial,760.06,4,176234.54,moderate,standard,rejected,low,domestic,USD,medium,V012799,220,same_day,none,1
5111,office_supplies,495.47,14,1300195.67,moderate,standard,never_offered,medium,domestic,USD,high,V012800,80,next_day,none,1
5111,office_supplies,495.47,14,1300195.67,moderate,standard,never_offered,medium,domestic,USD,high,V012800,80,next_day,capped,1
5085,industrial,3607.83,2,1354886.05,moderate,standard,accepted,medium,cross_border,EUR,low,V012801,280,same_day,none,1
5085,industrial,3607.83,2,1354886.05,moderate,standard,accepted,medium,cross_border,EUR,low,V012801,150,next_day,none,0
8911,engineering,14262.16,15,54792630.18,thin,standard,never_offered,low,domestic,USD,high,V012802,150,next_day,capped,1
8911,engineering,14262.16,15,54792630.18,thin,standard,never_offered,low,domestic,USD,high,V012802,280,next_day,capped,0
5137,office_supplies,178.84,7,129763.2,moderate,immediate,accepted,low,cross_border,USD,low,V012803,80,next_day,capped,0
5137,office_supplies,178.84,7,129763.2,moderate,immediate,accepted,low,cross_border,USD,low,V012803,280,next_day,none,1
4214,freight_logistics,16305.57,13,53075675.48,thin,standard,rejected,medium,cross_border,EUR,medium,V012804,220,same_day,none,0
4214,freight_logistics,16305.57,13,53075675.48,thin,standard,rejected,medium,cross_border,EUR,medium,V012804,150,same_day,capped,0
7372,it_services,5542.65,2,1485754.31,moderate,fast,accepted,low,domestic,USD,medium,V012805,280,same_day,capped,1
7372,it_services,5542.65,2,1485754.31,moderate,fast,accepted,low,domestic,USD,medium,V012805,150,same_day,none,1
5111,office_supplies,226.51,5,198716.21,healthy,standard,never_offered,low,domestic,USD,low,V012806,280,same_day,capped,1
5111,office_supplies,226.51,5,198716.21,healthy,standard,never_offered,low,domestic,USD,low,V012806,280,same_day,none,1
7372,it_services,400.29,22,1036806.62,moderate,fast,never_offered,low,domestic,USD,medium,V012807,220,next_day,capped,0
7372,it_services,400.29,22,1036806.62,moderate,fast,never_offered,low,domestic,USD,medium,V012807,150,same_day,capped,1
7399,professional_services,163.02,26,800166.88,moderate,fast,never_offered,high,domestic,USD,low,V012808,220,same_day,capped,1
7399,professional_services,163.02,26,800166.88,moderate,fast,never_offered,high,domestic,USD,low,V012808,80,same_day,capped,1
5172,fuel_energy,7318.16,16,26031631.01,moderate,immediate,rejected,medium,domestic,USD,high,V012809,80,next_day,capped,0
5172,fuel_energy,7318.16,16,26031631.01,moderate,immediate,rejected,medium,domestic,USD,high,V012809,220,same_day,none,0
7399,professional_services,519.19,6,253655.27,healthy,standard,rejected,low,domestic,USD,low,V012810,150,next_day,none,1
7399,professional_services,519.19,6,253655.27,healthy,standard,rejected,low,domestic,USD,low,V012810,150,next_day,none,0
8911,engineering,4020.33,1,970461.81,moderate,immediate,accepted,medium,cross_border,GBP,medium,V012811,220,next_day,capped,0
8911,engineering,4020.33,1,970461.81,moderate,immediate,accepted,medium,cross_border,GBP,medium,V012811,80,same_day,capped,1
5199,industrial,110.48,10,36566.26,thin,standard,never_offered,low,cross_border,EUR,low,V012812,280,same_day,none,0
5199,industrial,110.48,10,36566.26,thin,standard,never_offered,low,cross_border,EUR,low,V012812,280,same_day,capped,1
5085,industrial,9827.8,18,8865173.05,thin,immediate,accepted,low,domestic,USD,low,V012813,80,same_day,capped,1
5085,industrial,9827.8,18,8865173.05,thin,immediate,accepted,low,domestic,USD,low,V012813,80,same_day,none,1
5734,software,319.31,11,712672.31,healthy,standard,never_offered,medium,cross_border,EUR,low,V012814,280,same_day,none,1
5734,software,319.31,11,712672.31,healthy,standard,never_offered,medium,cross_border,EUR,low,V012814,150,next_day,none,1
5137,office_supplies,489.41,13,241306.1,thin,standard,rejected,low,domestic,USD,low,V012815,80,next_day,capped,1
5137,office_supplies,489.41,13,241306.1,thin,standard,rejected,low,domestic,USD,low,V012815,150,next_day,capped,0
5172,fuel_energy,6960.47,21,1698227.54,moderate,standard,accepted,high,domestic,USD,low,V012816,280,next_day,none,0
5172,fuel_energy,6960.47,21,1698227.54,moderate,standard,accepted,high,domestic,USD,low,V012816,220,next_day,none,1
5137,office_supplies,332.28,14,1209727.39,thin,immediate,rejected,medium,domestic,USD,medium,V012817,280,next_day,capped,0
5137,office_supplies,332.28,14,1209727.39,thin,immediate,rejected,medium,domestic,USD,medium,V012817,150,same_day,none,1
4214,freight_logistics,15902.18,25,9853150.07,healthy,immediate,never_offered,high,domestic,USD,low,V012818,150,same_day,none,1
4214,freight_logistics,15902.18,25,9853150.07,healthy,immediate,never_offered,high,domestic,USD,low,V012818,220,same_day,none,0
8911,engineering,12531.13,5,7740563.43,moderate,standard,accepted,low,domestic,USD,low,V012819,80,same_day,none,1
8911,engineering,12531.13,5,7740563.43,moderate,standard,accepted,low,domestic,USD,low,V012819,80,next_day,capped,1
7399,professional_services,790.13,7,876990.34,healthy,immediate,accepted,low,cross_border,GBP,low,V012820,150,next_day,capped,0
7399,professional_services,790.13,7,876990.34,healthy,immediate,accepted,low,cross_border,GBP,low,V012820,280,same_day,capped,1
5172,fuel_energy,16629.58,16,17544811.54,thin,fast,never_offered,high,domestic,USD,low,V012821,150,same_day,capped,1
5172,fuel_energy,16629.58,16,17544811.54,thin,fast,never_offered,high,domestic,USD,low,V012821,80,same_day,none,0
5211,construction,2175.26,4,189106.14,thin,immediate,rejected,medium,domestic,USD,medium,V012822,80,next_day,capped,0
5211,construction,2175.26,4,189106.14,thin,immediate,rejected,medium,domestic,USD,medium,V012822,220,same_day,capped,0
5137,office_supplies,1586.16,10,4697471.31,moderate,immediate,never_offered,medium,domestic,USD,low,V012823,150,next_day,capped,1
5137,office_supplies,1586.16,10,4697471.31,moderate,immediate,never_offered,medium,domestic,USD,low,V012823,220,same_day,none,1
4214,freight_logistics,1100.57,7,940542.54,healthy,standard,never_offered,high,domestic,USD,medium,V012824,220,next_day,capped,1
4214,freight_logistics,1100.57,7,940542.54,healthy,standard,never_offered,high,domestic,USD,medium,V012824,220,same_day,none,1
5734,software,480.87,5,108402.84,healthy,standard,accepted,medium,domestic,USD,low,V012825,220,next_day,capped,1
5734,software,480.87,5,108402.84,healthy,standard,accepted,medium,domestic,USD,low,V012825,80,same_day,none,1
5122,pharma,17446.05,8,3206710.54,moderate,standard,never_offered,medium,domestic,USD,medium,V012826,150,same_day,capped,1
5122,pharma,17446.05,8,3206710.54,moderate,standard,never_offered,medium,domestic,USD,medium,V012826,80,same_day,none,1
5734,software,323.76,3,223711.76,healthy,standard,never_offered,low,domestic,USD,low,V012827,150,same_day,none,1
5734,software,323.76,3,223711.76,healthy,standard,never_offered,low,domestic,USD,low,V012827,80,same_day,none,1
5137,office_supplies,623.74,7,472008.81,thin,fast,accepted,low,cross_border,GBP,medium,V012828,80,same_day,none,1
5137,office_supplies,623.74,7,472008.81,thin,fast,accepted,low,cross_border,GBP,medium,V012828,80,same_day,capped,1
5211,construction,6947.66,27,45286684.83,moderate,standard,rejected,low,cross_border,EUR,medium,V012829,220,same_day,capped,0
5211,construction,6947.66,27,45286684.83,moderate,standard,rejected,low,cross_border,EUR,medium,V012829,220,next_day,capped,0
5085,industrial,221.11,12,478111.77,moderate,standard,rejected,medium,domestic,USD,low,V012830,280,next_day,none,0
5085,industrial,221.11,12,478111.77,moderate,standard,rejected,medium,domestic,USD,low,V012830,280,next_day,none,0
5199,industrial,435.87,13,429665.68,moderate,standard,never_offered,medium,cross_border,CAD,medium,V012831,80,next_day,none,0
5199,industrial,435.87,13,429665.68,moderate,standard,never_offered,medium,cross_border,CAD,medium,V012831,280,same_day,capped,1
5169,chemicals,685.93,12,371228.44,thin,standard,rejected,medium,cross_border,EUR,high,V012832,220,same_day,none,0
5169,chemicals,685.93,12,371228.44,thin,standard,rejected,medium,cross_border,EUR,high,V012832,280,same_day,none,0
7392,professional_services,2332.3,12,1836517.54,healthy,fast,accepted,high,domestic,USD,medium,V012833,150,next_day,none,0
7392,professional_services,2332.3,12,1836517.54,healthy,fast,accepted,high,domestic,USD,medium,V012833,280,next_day,capped,1
5211,construction,3194.54,25,20998783.73,thin,fast,never_offered,low,domestic,USD,medium,V012834,280,next_day,capped,0
5211,construction,3194.54,25,20998783.73,thin,fast,never_offered,low,domestic,USD,medium,V012834,80,same_day,none,1
5065,industrial,1759.05,8,669006.02,thin,standard,rejected,medium,cross_border,GBP,medium,V012835,220,next_day,capped,0
5065,industrial,1759.05,8,669006.02,thin,standard,rejected,medium,cross_border,GBP,medium,V012835,280,same_day,none,0
5111,office_supplies,192.83,21,997319.93,thin,immediate,never_offered,low,domestic,USD,high,V012836,80,next_day,none,1
5111,office_supplies,192.83,21,997319.93,thin,immediate,never_offered,low,domestic,USD,high,V012836,150,next_day,capped,0
5734,software,9826.51,14,6275492.24,healthy,standard,never_offered,high,domestic,USD,high,V012837,220,same_day,capped,1
5734,software,9826.51,14,6275492.24,healthy,standard,never_offered,high,domestic,USD,high,V012837,220,same_day,capped,1
4214,freight_logistics,5341.88,14,7650088.11,moderate,fast,rejected,high,domestic,USD,low,V012838,220,same_day,none,1
4214,freight_logistics,5341.88,14,7650088.11,moderate,fast,rejected,high,domestic,USD,low,V012838,80,same_day,none,1
7372,it_services,3970.38,5,782988.64,moderate,standard,never_offered,low,domestic,USD,medium,V012839,280,next_day,capped,1
7372,it_services,3970.38,5,782988.64,moderate,standard,never_offered,low,domestic,USD,medium,V012839,150,same_day,none,1
5169,chemicals,2352.89,14,7974312.17,healthy,standard,rejected,medium,domestic,USD,medium,V012840,220,next_day,capped,0
5169,chemicals,2352.89,14,7974312.17,healthy,standard,rejected,medium,domestic,USD,medium,V012840,150,same_day,capped,0
5122,pharma,528.08,2,184146.58,moderate,fast,accepted,high,domestic,USD,low,V012841,150,next_day,none,0
5122,pharma,528.08,2,184146.58,moderate,fast,accepted,high,domestic,USD,low,V012841,220,same_day,capped,1
5137,office_supplies,230.87,11,111846.91,moderate,fast,accepted,low,domestic,USD,high,V012842,220,same_day,capped,1
5137,office_supplies,230.87,11,111846.91,moderate,fast,accepted,low,domestic,USD,high,V012842,220,same_day,capped,1
5211,construction,6883.26,20,13239111.24,moderate,standard,never_offered,medium,cross_border,GBP,low,V012843,280,next_day,none,0
5211,construction,6883.26,20,13239111.24,moderate,standard,never_offered,medium,cross_border,GBP,low,V012843,280,same_day,capped,0
7399,professional_services,3706.76,21,16526051.6,thin,immediate,never_offered,medium,domestic,USD,low,V012844,280,next_day,capped,0
7399,professional_services,3706.76,21,16526051.6,thin,immediate,never_offered,medium,domestic,USD,low,V012844,150,next_day,none,1
5734,software,4309.92,9,8743453.57,moderate,immediate,accepted,low,domestic,USD,medium,V012845,150,same_day,capped,1
5734,software,4309.92,9,8743453.57,moderate,immediate,accepted,low,domestic,USD,medium,V012845,80,next_day,capped,1
5211,construction,813.27,20,3819969.54,moderate,fast,accepted,medium,domestic,USD,low,V012846,280,next_day,none,0
5211,construction,813.27,20,3819969.54,moderate,fast,accepted,medium,domestic,USD,low,V012846,280,next_day,capped,0
5065,industrial,767.05,8,1167009.49,healthy,standard,accepted,high,domestic,USD,medium,V012847,80,same_day,capped,1
5065,industrial,767.05,8,1167009.49,healthy,standard,accepted,high,domestic,USD,medium,V012847,150,same_day,capped,1
5137,office_supplies,887.2,25,4659424.46,healthy,standard,never_offered,low,domestic,USD,low,V012848,220,next_day,capped,0
5137,office_supplies,887.2,25,4659424.46,healthy,standard,never_offered,low,domestic,USD,low,V012848,150,next_day,capped,0
5199,industrial,869.66,7,1067240.34,moderate,fast,accepted,low,cross_border,EUR,low,V012849,150,same_day,none,1
5199,industrial,869.66,7,1067240.34,moderate,fast,accepted,low,cross_border,EUR,low,V012849,220,same_day,none,1
5199,industrial,385.24,21,1385992.74,moderate,fast,rejected,medium,domestic,USD,low,V012850,150,next_day,none,1
5199,industrial,385.24,21,1385992.74,moderate,fast,rejected,medium,domestic,USD,low,V012850,220,same_day,none,1
5734,software,1423.3,15,4092492.14,thin,standard,rejected,medium,domestic,USD,low,V012851,280,next_day,none,0
5734,software,1423.3,15,4092492.14,thin,standard,rejected,medium,domestic,USD,low,V012851,80,next_day,capped,1
4214,freight_logistics,4874.72,17,4963890.63,moderate,immediate,rejected,high,cross_border,GBP,medium,V012852,150,same_day,capped,1
4214,freight_logistics,4874.72,17,4963890.63,moderate,immediate,rejected,high,cross_border,GBP,medium,V012852,280,same_day,none,1
5169,chemicals,954.4,14,2432876.06,thin,fast,rejected,low,domestic,USD,low,V012853,220,same_day,none,0
5169,chemicals,954.4,14,2432876.06,thin,fast,rejected,low,domestic,USD,low,V012853,150,same_day,none,0
5085,industrial,4011.45,8,1184263.39,healthy,immediate,accepted,medium,domestic,USD,medium,V012854,280,same_day,none,1
5085,industrial,4011.45,8,1184263.39,healthy,immediate,accepted,medium,domestic,USD,medium,V012854,220,same_day,capped,1
5111,office_supplies,370.65,6,318652.76,moderate,fast,accepted,low,domestic,USD,low,V012855,280,next_day,capped,1
5111,office_supplies,370.65,6,318652.76,moderate,fast,accepted,low,domestic,USD,low,V012855,220,next_day,capped,1
7392,professional_services,3382.92,18,4054863.56,thin,standard,accepted,medium,cross_border,GBP,medium,V012856,150,next_day,capped,1
7392,professional_services,3382.92,18,4054863.56,thin,standard,accepted,medium,cross_border,GBP,medium,V012856,80,same_day,none,1
7392,professional_services,13483.42,10,28663434.2,thin,fast,accepted,low,cross_border,CAD,medium,V012857,80,same_day,none,1
7392,professional_services,13483.42,10,28663434.2,thin,fast,accepted,low,cross_border,CAD,medium,V012857,80,same_day,capped,1
5172,fuel_energy,32828.62,3,5045922.91,thin,standard,rejected,low,domestic,USD,low,V012858,280,next_day,capped,0
