vendor_id,rail,rate_bps,settlement,fee_cap,p_accept,e_ltv
V010479,virtual_card,280,next_day,capped,0.858,43515.54
V010480,virtual_card,280,next_day,capped,0.832,170241.36
V010481,virtual_card,280,next_day,capped,0.702,32926.83
V010482,ach_flat,0,next_day,n/a,0.97,51759.49
V010483,virtual_card,220,same_day,capped,0.423,121685.14
V010484,virtual_card,220,same_day,none,0.425,10608.67
V010485,virtual_card,280,same_day,capped,0.682,385030.88
V010486,ach_flat,0,next_day,n/a,0.97,9320.71
V010487,virtual_card,280,next_day,capped,0.815,72972.74
V010488,virtual_card,280,same_day,none,0.561,156378.28
V010489,ach_flat,0,next_day,n/a,0.97,39793.71
V010490,virtual_card,220,next_day,none,0.511,50225.48
V010491,virtual_card,150,next_day,capped,0.506,1285346.5
V010492,virtual_card,150,next_day,none,0.446,32971.83
V010493,virtual_card,220,same_day,none,0.475,419384.59
V010494,virtual_card,280,next_day,capped,0.56,15068.29
V010495,virtual_card,80,next_day,capped,0.429,320369.44
V010496,virtual_card,220,same_day,none,0.485,166160.31
V010497,virtual_card,280,next_day,none,0.878,214174.55
V010498,ach_flat,0,next_day,n/a,0.97,6203.92
V010499,virtual_card,280,same_day,capped,0.716,53615.99
V010500,virtual_card,280,same_day,none,0.748,74527.91
V010501,virtual_card,280,same_day,none,0.624,111139.83
V010502,virtual_card,280,same_day,capped,0.808,866233.62
V010503,ach_flat,0,next_day,n/a,0.97,1657.66
V010504,virtual_card,280,same_day,none,0.754,172551.36
V010505,virtual_card,280,next_day,none,0.403,914731.81
V010506,virtual_card,280,same_day,none,0.913,294340.97
V010507,virtual_card,280,next_day,none,0.739,2857905.25
V010508,virtual_card,220,same_day,capped,0.752,774006.56
V010509,virtual_card,220,next_day,none,0.547,11748.92
V010510,virtual_card,280,same_day,none,0.816,37248.89
V010511,ach_flat,0,next_day,n/a,0.97,32579.44
V010512,virtual_card,220,same_day,none,0.65,119667.88
V010513,ach_flat,0,next_day,n/a,0.97,13590.8
V010514,virtual_card,150,same_day,capped,0.481,87112.38
V010515,ach_flat,0,next_day,n/a,0.97,38125.51
V010516,virtual_card,280,next_day,capped,0.882,488680.75
V010517,virtual_card,220,next_day,none,0.417,58232.14
V010518,virtual_card,220,same_day,capped,0.436,32183.78
V010519,virtual_card,280,same_day,capped,0.522,859543.38
V010520,virtual_card,280,next_day,none,0.486,53024.6
V010521,virtual_card,220,next_day,none,0.418,28221.94
V010522,virtual_card,280,same_day,none,0.408,4525.37
V010523,ach_flat,0,next_day,n/a,0.97,33191.73
V010524,virtual_card,280,same_day,none,0.79,6518840.0
V010525,virtual_card,280,same_day,none,0.462,35621.97
V010526,virtual_card,280,same_day,none,0.73,3386223.0
V010527,virtual_card,280,same_day,none,0.734,242482.14
V010528,virtual_card,280,same_day,none,0.664,97487.44
V010529,virtual_card,280,same_day,none,0.738,525491.56
V010530,virtual_card,280,next_day,capped,0.829,476419.12
V010531,virtual_card,280,same_day,none,0.537,39622.91
V010532,ach_flat,0,next_day,n/a,0.97,12108.97
V010533,virtual_card,280,same_day,none,0.536,300007.56
V010534,ach_flat,0,next_day,n/a,0.97,906.94
V010535,ach_flat,0,next_day,n/a,0.97,27226.35
V010536,virtual_card,150,next_day,none,0.404,582568.81
V010537,virtual_card,280,next_day,none,0.644,353494.0
V010538,ach_flat,0,next_day,n/a,0.97,2467.11
V010539,virtual_card,220,next_day,capped,0.421,111627.95
V010540,virtual_card,280,next_day,capped,0.911,12006.29
V010541,ach_flat,0,next_day,n/a,0.97,37132.31
V010542,ach_flat,0,next_day,n/a,0.97,9790.5
V010543,virtual_card,220,same_day,none,0.594,175848.16
V010544,virtual_card,220,same_day,capped,0.853,640909.62
V010545,virtual_card,150,next_day,none,0.411,8035.9
V010546,virtual_card,280,same_day,none,0.804,71911.75
V010547,virtual_card,280,next_day,none,0.501,2567.51
V010548,virtual_card,280,same_day,none,0.769,395251.25
V010549,virtual_card,150,next_day,none,0.481,15035.12
V010550,virtual_card,280,same_day,none,0.856,165134.81
V010551,virtual_card,220,same_day,none,0.423,58921.97
V010552,virtual_card,150,same_day,capped,0.478,420747.88
V010553,ach_flat,0,next_day,n/a,0.97,3889.59
V010554,ach_flat,0,next_day,n/a,0.97,25737.97
V010555,virtual_card,280,next_day,capped,0.828,106751.62
V010556,virtual_card,220,same_day,none,0.414,48073.75
V010557,virtual_card,280,next_day,none,0.502,234750.19
V010558,virtual_card,280,same_day,none,0.47,44198.83
V010559,ach_flat,0,next_day,n/a,0.97,30028.25
V010560,virtual_card,220,same_day,capped,0.559,155000.41
V010561,ach_flat,0,next_day,n/a,0.97,19399.5
V010562,virtual_card,80,next_day,none,0.486,22667.98
V010563,virtual_card,280,same_day,capped,0.83,133135.61
V010564,virtual_card,220,next_day,none,0.445,429431.59
V010565,virtual_card,280,same_day,none,0.638,90560.13
V010566,virtual_card,280,same_day,none,0.579,72430.43
V010567,virtual_card,150,next_day,none,0.51,268222.38
V010568,ach_flat,0,next_day,n/a,0.97,38170.57
V010569,ach_flat,0,next_day,n/a,0.97,55866.41
V010570,virtual_card,280,next_day,none,0.734,5613990.0
V010571,virtual_card,280,same_day,capped,0.741,49869.65
V010572,virtual_card,280,next_day,none,0.464,22439.24
V010573,virtual_card,220,same_day,capped,0.451,109827.38
V010574,virtual_card,150,next_day,capped,0.526,90826.39
V010575,virtual_card,280,same_day,none,0.72,67985.73
V010576,virtual_card,280,next_day,none,0.537,10229.34
V010577,virtual_card,280,same_day,none,0.824,513077.53
V010578,virtual_card,280,same_day,none,0.423,13370.11
V010579,virtual_card,150,next_day,none,0.44,6558.01
V010580,ach_flat,0,next_day,n/a,0.97,15179.2
V010581,virtual_card,280,next_day,none,0.712,14645.66
V010582,virtual_card,220,same_day,none,0.485,199931.88
V010583,virtual_card,150,next_day,none,0.475,29480.09
V010584,virtual_card,280,same_day,none,0.669,137645.38
V010585,ach_flat,0,next_day,n/a,0.97,122089.31
V010586,virtual_card,280,next_day,capped,0.698,101431.51
V010587,ach_flat,0,next_day,n/a,0.97,31447.67
V010588,virtual_card,280,next_day,none,0.676,4711.28
V010589,ach_flat,0,next_day,n/a,0.97,70035.83
V010590,virtual_card,150,next_day,none,0.605,163841.88
V010591,virtual_card,280,next_day,capped,0.86,75920.03
V010592,virtual_card,280,same_day,capped,0.44,152917.55
V010593,virtual_card,280,next_day,none,0.426,1002899.5
V010594,ach_flat,0,next_day,n/a,0.97,5048.68
V010595,virtual_card,220,same_day,none,0.488,137369.41
V010596,virtual_card,280,next_day,none,0.516,98412.23
V010597,virtual_card,280,same_day,none,0.878,31325.97
V010598,virtual_card,220,next_day,none,0.483,169776.97
V010599,virtual_card,280,next_day,none,0.539,129898.55
V010600,virtual_card,220,next_day,capped,0.631,136447.77
V010601,virtual_card,220,same_day,none,0.574,83507.8
V010602,virtual_card,280,next_day,none,0.443,308469.59
V010603,virtual_card,280,next_day,capped,0.64,2727169.5
V010604,virtual_card,280,same_day,none,0.645,108356.84
V010605,ach_flat,0,next_day,n/a,0.97,6082.42
V010606,virtual_card,150,next_day,none,0.517,9467.91
V010607,virtual_card,280,next_day,none,0.554,321018.94
V010608,virtual_card,280,same_day,capped,0.478,148217.98
V010609,ach_flat,0,next_day,n/a,0.97,29807.47
V010610,virtual_card,280,next_day,capped,0.906,127052.81
V010611,virtual_card,150,next_day,none,0.568,133607.34
V010612,virtual_card,150,next_day,capped,0.458,102891.22
V010613,virtual_card,280,same_day,capped,0.663,1295458.62
V010614,virtual_card,220,same_day,none,0.4,22311.98
V010615,virtual_card,280,next_day,capped,0.598,4716.78
V010616,ach_flat,0,next_day,n/a,0.97,30286.51
V010617,ach_flat,0,next_day,n/a,0.97,36706.02
V010618,virtual_card,220,same_day,capped,0.642,2267672.0
V010619,ach_flat,0,next_day,n/a,0.97,14032.73
V010620,virtual_card,280,next_day,none,0.447,201248.17
V010621,virtual_card,220,same_day,none,0.571,122176.03
V010622,virtual_card,220,next_day,none,0.442,18889.18
V010623,virtual_card,280,same_day,none,0.589,532510.75
V010624,virtual_card,280,same_day,none,0.448,672538.75
V010625,virtual_card,280,same_day,none,0.661,362306.31
V010626,virtual_card,280,same_day,none,0.452,47911.69
V010627,virtual_card,280,same_day,none,0.766,1349152.5
V010628,virtual_card,220,same_day,none,0.697,15630.11
V010629,virtual_card,280,same_day,none,0.727,189077.55
V010630,virtual_card,280,next_day,capped,0.728,159445.02
V010631,virtual_card,280,same_day,none,0.562,69887.97
V010632,virtual_card,280,same_day,none,0.69,831384.81
V010633,virtual_card,280,same_day,none,0.635,31096.86
V010634,ach_flat,0,next_day,n/a,0.97,5198.64
V010635,virtual_card,280,next_day,none,0.414,34116.18
V010636,virtual_card,280,next_day,none,0.533,26703.12
V010637,virtual_card,80,next_day,none,0.516,55618.14
V010638,virtual_card,150,next_day,capped,0.669,80492.1
V010639,virtual_card,280,next_day,capped,0.441,32076.81
V010640,virtual_card,280,same_day,none,0.801,741186.38
V010641,virtual_card,220,same_day,none,0.472,253155.17
V010642,virtual_card,150,next_day,none,0.459,46136.89
V010643,virtual_card,280,same_day,none,0.731,295824.81
V010644,ach_flat,0,next_day,n/a,0.97,7673.43
V010645,virtual_card,280,next_day,none,0.634,461825.19
V010646,virtual_card,280,same_day,capped,0.824,874772.56
V010647,ach_flat,0,next_day,n/a,0.97,10195.26
V010648,virtual_card,280,same_day,none,0.67,56601.36
V010649,virtual_card,280,same_day,none,0.617,62763.6
V010650,virtual_card,280,same_day,none,0.474,34317.52
V010651,virtual_card,80,next_day,capped,0.76,412466.81
V010652,virtual_card,280,same_day,none,0.561,126464.54
V010653,ach_flat,0,next_day,n/a,0.97,69949.67
V010654,ach_flat,0,next_day,n/a,0.97,12090.62
V010655,virtual_card,280,same_day,none,0.669,230876.55
V010656,virtual_card,80,next_day,capped,0.787,426966.97
V010657,virtual_card,280,next_day,capped,0.865,10235.72
V010658,virtual_card,80,same_day,none,0.421,40978.53
V010659,virtual_card,280,same_day,none,0.462,23220.44
V010660,virtual_card,150,next_day,none,0.509,389295.56
V010661,virtual_card,280,next_day,capped,0.864,609974.44
V010662,ach_flat,0,next_day,n/a,0.97,4357.91
V010663,virtual_card,280,same_day,capped,0.73,31571.04
V010664,ach_flat,0,next_day,n/a,0.97,19683.43
V010665,virtual_card,150,same_day,capped,0.425,25189.18
V010666,virtual_card,280,same_day,capped,0.666,2010682.62
V010667,virtual_card,220,same_day,capped,0.618,799798.88
V010668,virtual_card,150,same_day,none,0.498,235089.19
V010669,virtual_card,220,same_day,none,0.467,57204.98
V010670,virtual_card,280,same_day,none,0.467,46013.62
V010671,virtual_card,220,next_day,none,0.51,17326.05
V010672,virtual_card,280,same_day,none,0.631,65592.38
V010673,virtual_card,220,same_day,capped,0.779,2946897.0
V010674,virtual_card,150,same_day,none,0.443,3150.11
V010675,virtual_card,80,same_day,none,0.4,7505.46
V010676,ach_flat,0,next_day,n/a,0.97,98723.9
V010677,virtual_card,280,same_day,none,0.459,102480.58
V010678,virtual_card,280,next_day,none,0.634,123915.16
V010679,virtual_card,150,same_day,none,0.495,34463.86
V010680,virtual_card,280,same_day,none,0.792,10092.33
V010681,virtual_card,280,next_day,none,0.434,41467.42
V010682,virtual_card,280,next_day,none,0.687,75037.38
V010683,virtual_card,280,same_day,none,0.474,11360.88
V010684,virtual_card,280,same_day,none,0.406,257278.72
V010685,virtual_card,150,next_day,none,0.418,58434.48
V010686,virtual_card,280,same_day,none,0.503,3770385.5
V010687,virtual_card,280,same_day,none,0.616,64400.88
V010688,ach_flat,0,next_day,n/a,0.97,3805.21
V010689,ach_flat,0,next_day,n/a,0.97,7394.76
V010690,virtual_card,280,same_day,none,0.89,12504.4
V010691,virtual_card,280,same_day,none,0.587,21152.52
V010692,virtual_card,280,same_day,none,0.517,78864.53
V010693,virtual_card,280,next_day,capped,0.74,395994.22
V010694,ach_flat,0,next_day,n/a,0.97,18279.52
V010695,ach_flat,0,next_day,n/a,0.97,1316.26
V010696,virtual_card,280,same_day,capped,0.83,9944.17
V010697,virtual_card,80,next_day,none,0.457,31035.84
V010698,virtual_card,80,next_day,none,0.565,225798.28
V010699,virtual_card,280,next_day,none,0.615,518241.44
V010700,ach_flat,0,next_day,n/a,0.97,58776.34
V010701,virtual_card,80,next_day,none,0.426,71281.59
V010702,virtual_card,280,same_day,none,0.533,271780.62
V010703,virtual_card,80,next_day,capped,0.454,73890.48
V010704,ach_flat,0,next_day,n/a,0.97,35109.74
V010705,virtual_card,280,next_day,none,0.664,107868.07
V010706,virtual_card,220,same_day,none,0.437,12922.64
V010707,virtual_card,80,next_day,capped,0.729,3855629.0
V010708,virtual_card,280,next_day,capped,0.867,34338.36
V010709,virtual_card,80,same_day,capped,0.404,30132.37
V010710,virtual_card,280,same_day,none,0.405,534626.19
V010711,ach_flat,0,next_day,n/a,0.97,5312.22
V010712,ach_flat,0,next_day,n/a,0.97,10378.78
V010713,virtual_card,220,next_day,capped,0.487,46554.98
V010714,virtual_card,220,next_day,capped,0.627,426230.66
V010715,virtual_card,280,next_day,none,0.619,57741.63
V010716,virtual_card,80,next_day,none,0.466,1961.44
V010717,virtual_card,280,next_day,none,0.672,121949.23
V010718,ach_flat,0,next_day,n/a,0.97,28535.23
V010719,virtual_card,280,next_day,capped,0.761,189122.91
V010720,virtual_card,150,next_day,capped,0.721,105824.72
V010721,ach_flat,0,next_day,n/a,0.97,5967.43
V010722,virtual_card,220,same_day,capped,0.478,11212.87
V010723,virtual_card,280,same_day,none,0.671,205478.14
V010724,virtual_card,150,same_day,none,0.429,64853.72
V010725,virtual_card,280,same_day,none,0.525,914579.56
V010726,ach_flat,0,next_day,n/a,0.97,5978.84
V010727,virtual_card,280,same_day,none,0.658,48850.12
V010728,virtual_card,280,same_day,none,0.713,160069.16
V010729,virtual_card,280,next_day,none,0.691,13125.5
V010730,virtual_card,280,next_day,capped,0.869,601410.56
V010731,virtual_card,280,next_day,capped,0.816,225892.47
V010732,virtual_card,280,same_day,none,0.638,229975.62
V010733,virtual_card,150,same_day,none,0.556,626670.0
V010734,virtual_card,220,same_day,none,0.57,192466.19
V010735,virtual_card,280,same_day,none,0.763,108369.96
V010736,virtual_card,280,next_day,capped,0.79,317424.34
V010737,virtual_card,150,next_day,none,0.531,292504.03
V010738,ach_flat,0,next_day,n/a,0.97,37583.46
V010739,virtual_card,280,same_day,capped,0.694,1757885.38
V010740,virtual_card,80,next_day,capped,0.865,4767350.0
V010741,ach_flat,0,next_day,n/a,0.97,2870.63
V010742,virtual_card,280,next_day,none,0.739,39935.46
V010743,virtual_card,80,next_day,none,0.515,2058159.12
V010744,virtual_card,80,same_day,none,0.431,31992.14
V010745,virtual_card,280,next_day,capped,0.745,19152.65
V010746,virtual_card,80,same_day,none,0.508,5967.88
V010747,virtual_card,280,next_day,none,0.407,63102.89
V010748,virtual_card,280,same_day,none,0.825,202910.06
V010749,virtual_card,280,same_day,none,0.863,212959.88
V010750,virtual_card,280,next_day,none,0.688,655894.38
V010751,virtual_card,280,next_day,none,0.696,2717.37
V010752,virtual_card,280,same_day,none,0.489,182176.03
V010753,ach_flat,0,next_day,n/a,0.97,6236.06
V010754,virtual_card,150,same_day,none,0.528,25541.13
V010755,ach_flat,0,next_day,n/a,0.97,10708.63
V010756,virtual_card,280,same_day,none,0.414,215482.03
V010757,virtual_card,280,next_day,capped,0.853,53545.55
V010758,virtual_card,280,same_day,capped,0.553,154613.36
V010759,virtual_card,280,same_day,none,0.543,23423.19
V010760,ach_flat,0,next_day,n/a,0.97,1909.99
V010761,virtual_card,280,next_day,capped,0.569,42419.89
V010762,virtual_card,280,same_day,none,0.597,34950.32
V010763,virtual_card,220,next_day,none,0.41,1993.7
V010764,virtual_card,150,next_day,capped,0.71,594024.44
V010765,virtual_card,280,same_day,none,0.841,1079661.38
V010766,virtual_card,280,next_day,capped,0.649,221251.73
V010767,ach_flat,0,next_day,n/a,0.97,184114.94
V010768,virtual_card,280,next_day,none,0.607,63947.42
V010769,virtual_card,280,same_day,none,0.6,2606000.5
V010770,virtual_card,280,next_day,capped,0.871,6211.63
V010771,virtual_card,150,next_day,capped,0.402,618140.75
V010772,ach_flat,0,next_day,n/a,0.97,21048.57
V010773,virtual_card,220,next_day,capped,0.461,194577.69
V010774,ach_flat,0,next_day,n/a,0.97,19522.59
V010775,virtual_card,280,next_day,capped,0.594,36139.23
V010776,virtual_card,150,same_day,capped,0.409,10411.74
V010777,virtual_card,80,next_day,none,0.555,47402.82
V010778,virtual_card,280,next_day,none,0.761,125938.12
V010779,virtual_card,280,same_day,none,0.714,240324.02
V010780,ach_flat,0,next_day,n/a,0.97,11890.67
V010781,virtual_card,80,next_day,none,0.539,32580.52
V010782,ach_flat,0,next_day,n/a,0.97,12008.76
V010783,virtual_card,280,next_day,capped,0.91,2387343.75
V010784,virtual_card,280,next_day,capped,0.615,227386.28
V010785,virtual_card,150,next_day,none,0.427,67203.1
V010786,virtual_card,150,next_day,capped,0.428,54631.34
V010787,virtual_card,280,same_day,capped,0.906,102414.09
V010788,virtual_card,80,next_day,none,0.545,34655.36
V010789,virtual_card,150,next_day,capped,0.503,5903959.0
V010790,virtual_card,150,next_day,none,0.433,1905.1
V010791,virtual_card,220,same_day,none,0.426,617803.69
V010792,ach_flat,0,next_day,n/a,0.97,74980.14
V010793,virtual_card,150,same_day,capped,0.485,2646.39
V010794,ach_flat,0,next_day,n/a,0.97,104381.46
V010795,virtual_card,280,same_day,none,0.787,260193.09
V010796,virtual_card,150,same_day,none,0.444,32721.8
V010797,virtual_card,280,same_day,none,0.705,36289.71
V010798,ach_flat,0,next_day,n/a,0.97,3981.0
V010799,virtual_card,80,next_day,none,0.459,24320.77
V010800,virtual_card,150,same_day,capped,0.682,3225356.25
V010801,virtual_card,220,same_day,none,0.586,85478.36
V010802,virtual_card,220,same_day,none,0.49,31844.67
V010803,virtual_card,80,next_day,none,0.617,69041.41
V010804,virtual_card,220,same_day,none,0.707,373440.38
V010805,virtual_card,280,next_day,none,0.643,82193.54
V010806,virtual_card,150,next_day,none,0.433,13455.65
V010807,virtual_card,280,next_day,none,0.632,3591.67
V010808,virtual_card,220,next_day,capped,0.554,82579.18
V010809,virtual_card,280,same_day,none,0.64,68338.26
V010810,virtual_card,80,next_day,none,0.567,59249.26
V010811,ach_flat,0,next_day,n/a,0.97,1589.01
V010812,virtual_card,220,next_day,none,0.443,11094.94
V010813,virtual_card,280,same_day,capped,0.658,16073.65
V010814,virtual_card,280,next_day,capped,0.843,59600.93
V010815,ach_flat,0,next_day,n/a,0.97,20258.12
V010816,virtual_card,280,next_day,none,0.456,82288.88
V010817,virtual_card,280,next_day,none,0.562,1971568.75
V010818,ach_flat,0,next_day,n/a,0.97,27079.38
V010819,virtual_card,280,next_day,none,0.427,4580.59
V010820,virtual_card,280,same_day,none,0.651,9180.09
V010821,virtual_card,280,next_day,none,0.568,122829.33
V010822,virtual_card,220,next_day,capped,0.464,71304.37
V010823,virtual_card,80,next_day,none,0.597,61285.82
V010824,virtual_card,280,next_day,capped,0.888,182815.55
V010825,virtual_card,150,next_day,none,0.422,181788.62
V010826,virtual_card,80,same_day,none,0.435,676484.69
V010827,virtual_card,220,same_day,none,0.431,202532.5
V010828,virtual_card,280,next_day,capped,0.652,131376.34
V010829,virtual_card,150,next_day,capped,0.816,342039.91
V010830,virtual_card,280,next_day,none,0.526,1521498.38
V010831,virtual_card,150,next_day,none,0.511,133861.98
V010832,virtual_card,150,same_day,none,0.491,265688.38
V010833,virtual_card,220,same_day,none,0.662,23211.97
V010834,virtual_card,280,next_day,capped,0.61,14908.23
V010835,virtual_card,280,same_day,capped,0.782,1993036.62
V010836,virtual_card,280,same_day,none,0.775,207450.06
V010837,virtual_card,280,next_day,capped,0.627,671085.69
V010838,ach_flat,0,next_day,n/a,0.97,4011.12
V010839,virtual_card,220,same_day,none,0.604,60186.44
V010840,virtual_card,280,same_day,none,0.745,412365.59
V010841,virtual_card,280,same_day,none,0.61,14654.15
V010842,ach_flat,0,next_day,n/a,0.97,64157.91
V010843,ach_flat,0,next_day,n/a,0.97,106467.03
V010844,virtual_card,280,same_day,capped,0.923,88149.8
V010845,virtual_card,280,next_day,capped,0.663,21763.33
V010846,virtual_card,280,next_day,none,0.569,35069.46
V010847,virtual_card,280,same_day,none,0.635,16587.65
V010848,virtual_card,220,next_day,none,0.512,39452.56
V010849,virtual_card,280,same_day,none,0.472,4458.51
V010850,ach_flat,0,next_day,n/a,0.97,522.25
V010851,virtual_card,280,next_day,none,0.772,449161.91
V010852,ach_flat,0,next_day,n/a,0.97,70467.6
V010853,ach_flat,0,next_day,n/a,0.97,12208.19
V010854,virtual_card,280,next_day,none,0.813,345143.72
V010855,ach_flat,0,next_day,n/a,0.97,6458.22
V010856,virtual_card,220,same_day,none,0.415,71567.15
V010857,virtual_card,280,same_day,none,0.777,367178.44
V010858,virtual_card,280,same_day,none,0.535,559481.0
V010859,virtual_card,220,next_day,none,0.518,109554.52
V010860,virtual_card,80,next_day,capped,0.595,16654.88
V010861,virtual_card,150,next_day,none,0.447,553481.94
V010862,virtual_card,150,next_day,none,0.457,80557.47
V010863,virtual_card,280,next_day,capped,0.864,619034.25
V010864,virtual_card,80,next_day,none,0.601,1281752.5
V010865,virtual_card,280,next_day,capped,0.552,24339.25
V010866,virtual_card,220,next_day,none,0.411,458666.25
V010867,virtual_card,150,next_day,capped,0.403,241023.0
V010868,ach_flat,0,next_day,n/a,0.97,35675.36
V010869,virtual_card,280,same_day,none,0.6,363382.0
V010870,virtual_card,150,same_day,none,0.485,27119.04
V010871,virtual_card,280,next_day,none,0.443,7218.7
V010872,virtual_card,150,same_day,none,0.5,53579.36
V010873,virtual_card,150,same_day,none,0.521,131699.52
V010874,virtual_card,220,same_day,none,0.491,146659.56
V010875,virtual_card,220,same_day,capped,0.546,173606.56
V010876,virtual_card,280,next_day,capped,0.782,14017.34
V010877,virtual_card,280,same_day,none,0.757,1048296.44
V010878,virtual_card,150,same_day,none,0.538,75530.2
V010879,virtual_card,80,same_day,capped,0.418,165376.72
V010880,virtual_card,280,same_day,none,0.704,1517887.62
V010881,virtual_card,80,next_day,none,0.497,7017.25
V010882,virtual_card,280,same_day,none,0.418,9149.45
V010883,virtual_card,220,same_day,none,0.653,16672.36
V010884,virtual_card,280,next_day,none,0.658,17111.67
V010885,virtual_card,280,same_day,none,0.683,247551.25
V010886,virtual_card,280,same_day,none,0.671,747264.69
V010887,virtual_card,280,next_day,capped,0.838,253762.81
V010888,virtual_card,150,next_day,none,0.592,92295.35
V010889,virtual_card,220,same_day,none,0.618,144220.16
V010890,ach_flat,0,next_day,n/a,0.97,106928.42
V010891,virtual_card,150,same_day,none,0.496,259463.39
V010892,virtual_card,280,same_day,none,0.434,93651.52
V010893,virtual_card,280,same_day,capped,0.835,18161.48
V010894,ach_flat,0,next_day,n/a,0.97,19618.39
V010895,virtual_card,150,next_day,none,0.407,103171.55
V010896,virtual_card,280,same_day,none,0.405,354624.59
V010897,virtual_card,280,next_day,none,0.859,1682983.75
V010898,virtual_card,280,next_day,capped,0.872,50715.86
V010899,ach_flat,0,next_day,n/a,0.97,10622.43
V010900,virtual_card,280,next_day,capped,0.712,7815.5
V010901,virtual_card,80,next_day,capped,0.72,121037.93
V010902,virtual_card,150,same_day,none,0.417,147706.88
V010903,virtual_card,220,next_day,capped,0.532,112809.95
V010904,virtual_card,150,next_day,capped,0.456,578368.31
V010905,virtual_card,220,same_day,none,0.493,118042.87
V010906,ach_flat,0,next_day,n/a,0.97,48478.61
V010907,virtual_card,280,same_day,none,0.716,475808.25
V010908,ach_flat,0,next_day,n/a,0.97,61070.22
V010909,virtual_card,150,next_day,none,0.584,29858.7
V010910,ach_flat,0,next_day,n/a,0.97,54519.18
V010911,ach_flat,0,next_day,n/a,0.97,491.98
V010912,virtual_card,280,next_day,none,0.421,22984.06
V010913,virtual_card,280,next_day,none,0.44,899745.19
V010914,ach_flat,0,next_day,n/a,0.97,31426.7
V010915,virtual_card,280,next_day,capped,0.48,392000.25
V010916,ach_flat,0,next_day,n/a,0.97,77430.9
V010917,ach_flat,0,next_day,n/a,0.97,6004.35
V010918,ach_flat,0,next_day,n/a,0.97,30722.92
V010919,virtual_card,150,next_day,none,0.428,57007.15
V010920,virtual_card,280,next_day,none,0.507,9579.71
V010921,virtual_card,150,next_day,none,0.528,141139.45
V010922,virtual_card,150,same_day,none,0.428,22724.06
V010923,ach_flat,0,next_day,n/a,0.97,27371.62
V010924,virtual_card,280,next_day,capped,0.529,55258.98
V010925,virtual_card,280,next_day,capped,0.688,170746.97
V010926,virtual_card,280,same_day,none,0.768,140047.2
V010927,virtual_card,280,next_day,none,0.589,54381.28
V010928,virtual_card,150,same_day,none,0.498,24523.54
V010929,virtual_card,220,same_day,capped,0.565,2456125.0
V010930,virtual_card,150,same_day,none,0.505,16929.44
V010931,virtual_card,220,same_day,none,0.792,1171499.12
V010932,ach_flat,0,next_day,n/a,0.97,32533.64
V010933,ach_flat,0,next_day,n/a,0.97,7599.6
V010934,virtual_card,220,next_day,none,0.485,97762.55
V010935,ach_flat,0,next_day,n/a,0.97,25977.84
V010936,virtual_card,150,same_day,none,0.566,954374.06
V010937,virtual_card,80,next_day,none,0.659,4463856.5
V010938,virtual_card,280,next_day,none,0.445,261866.73
V010939,virtual_card,280,same_day,none,0.655,45455.27
V010940,virtual_card,280,next_day,capped,0.596,32921.0
V010941,virtual_card,280,next_day,none,0.573,355198.88
V010942,virtual_card,150,next_day,none,0.444,40608.62
V010943,virtual_card,220,same_day,none,0.685,70378.24
V010944,virtual_card,280,next_day,none,0.505,50428.82
V010945,ach_flat,0,next_day,n/a,0.97,4965.56
V010946,virtual_card,150,next_day,capped,0.403,14550.46
V010947,virtual_card,280,same_day,none,0.795,93168.82
V010948,virtual_card,280,same_day,none,0.586,10186.0
V010949,ach_flat,0,next_day,n/a,0.97,25524.3
V010950,virtual_card,280,next_day,capped,0.659,300746.62
V010951,virtual_card,280,same_day,none,0.656,489999.66
V010952,virtual_card,150,next_day,none,0.464,10352.55
V010953,virtual_card,220,same_day,capped,0.72,1024169.44
V010954,ach_flat,0,next_day,n/a,0.97,37112.96
V010955,virtual_card,280,same_day,none,0.774,238354.95
V010956,virtual_card,280,next_day,none,0.622,464941.84
V010957,virtual_card,280,next_day,none,0.808,101369.66
V010958,virtual_card,150,next_day,none,0.416,29821.83
V010959,virtual_card,80,next_day,none,0.463,40702.81
V010960,ach_flat,0,next_day,n/a,0.97,22749.99
V010961,ach_flat,0,next_day,n/a,0.97,1180.07
V010962,virtual_card,280,next_day,capped,0.748,204459.42
V010963,virtual_card,280,same_day,capped,0.753,286270.62
V010964,virtual_card,280,same_day,none,0.542,119170.41
V010965,ach_flat,0,next_day,n/a,0.97,1905.56
V010966,ach_flat,0,next_day,n/a,0.97,46263.78
V010967,virtual_card,80,same_day,capped,0.553,171986.59
V010968,virtual_card,280,next_day,none,0.602,187135.69
V010969,virtual_card,150,same_day,none,0.531,309251.62
V010970,virtual_card,280,same_day,none,0.438,225149.56
V010971,virtual_card,220,same_day,none,0.511,249663.28
V010972,virtual_card,280,same_day,capped,0.754,685576.75
V010973,virtual_card,280,next_day,capped,0.679,186386.05
V010974,virtual_card,150,next_day,none,0.447,11471.19
V010975,virtual_card,80,same_day,capped,0.445,24837.79
V010976,virtual_card,150,next_day,none,0.444,12105.81
V010977,virtual_card,150,same_day,none,0.419,44655.63
V010978,virtual_card,220,next_day,capped,0.436,1492691.0
V010979,virtual_card,280,next_day,none,0.535,89483.16
V010980,ach_flat,0,next_day,n/a,0.97,20173.79
V010981,ach_flat,0,next_day,n/a,0.97,3897.25
V010982,virtual_card,220,next_day,none,0.599,353314.94
