vendor_id,segment,is_mature_ap_program,mcc,avg_ticket,max_ticket,monthly_txn_count,annual_spend,tenure_months,is_new_to_platform,current_rail,accepts_card_other_channel,days_sales_outstanding,past_data_quality_score,risk_level,vc_accept
V023542,smb,False,4214,5113.81,33362.52,17,1092546.79,102,False,check,0,47,0.593,low,1
V023543,enterprise,False,5169,1075.52,6073.88,10,784429.38,159,False,ach,0,33,0.847,low,1
V023544,smb,False,4214,34607.59,270974.71,14,5775677.78,140,False,wire,0,35,,medium,0
V023545,mid_market,False,5211,5310.69,21822.23,7,876513.84,84,False,ach,1,28,0.232,low,1
V023546,smb,False,7399,149.24,259.56,7,6182.82,8,False,check,0,41,0.25,low,1
V023547,smb,False,7392,4210.5,27238.71,10,187555.51,92,False,check,1,39,0.755,low,0
V023548,enterprise,True,7392,8358.98,56580.14,6,11269311.94,67,False,other,1,29,,medium,1
V023549,smb,False,5169,1407.96,4022.2,3,56057.92,47,False,ach,1,35,0.551,low,1
V023550,mid_market,False,5211,391.82,1476.59,6,94280.56,30,False,ach,0,47,0.674,medium,1
V023551,smb,False,7372,11699.85,24056.89,10,475903.81,92,False,ach,1,32,0.533,low,1
V023552,mid_market,False,5065,882.12,2917.19,33,1020324.67,157,False,check,1,52,0.761,low,1
V023553,smb,False,5111,134.73,961.95,16,10427.91,113,False,check,0,36,,low,0
V023554,enterprise,False,7399,72.76,512.38,6,102170.49,177,False,ach,1,26,,medium,1
V023555,mid_market,False,5137,229.35,678.75,32,399341.33,162,False,ach,1,45,0.462,low,0
V023556,mid_market,False,5169,7076.41,32263.31,5,786566.26,151,False,check,1,41,0.91,low,0
V023557,mid_market,False,5734,245.34,1516.16,7,64550.4,19,False,other,0,35,0.338,medium,1
V023558,mid_market,False,7392,10473.19,18693.86,4,2319302.9,111,False,virtual_card,1,42,0.328,low,0
V023559,mid_market,False,5111,86.71,550.66,14,39183.29,177,False,other,0,37,0.368,medium,1
V023560,mid_market,False,5085,793.26,5782.38,4,146695.18,47,False,check,0,57,0.507,low,1
V023561,mid_market,False,5734,615.45,4806.06,10,326064.54,70,False,check,1,42,0.112,low,1
V023562,smb,False,5211,737.2,2120.82,3,22213.64,7,False,ach,0,49,0.579,medium,0
V023563,mid_market,False,7372,1368.98,6493.34,8,305417.97,141,False,ach,0,36,,low,0
V023564,smb,False,7392,5435.39,41978.32,8,497949.2,11,False,check,1,43,,low,0
V023565,smb,False,5211,9754.29,25876.59,13,1224499.81,127,False,other,1,37,0.67,high,0
V023566,smb,False,5111,294.72,682.61,35,117336.73,173,False,wire,1,43,0.623,low,1
V023567,smb,False,5065,318.82,974.59,26,107495.45,46,False,ach,0,46,0.694,medium,0
V023568,smb,False,5065,1261.17,7994.61,7,77368.8,61,False,ach,1,44,0.877,medium,0
V023569,enterprise,False,5111,1742.34,13740.23,11,3660847.56,130,False,ach,1,54,0.602,low,1
V023570,mid_market,False,7399,811.62,2684.66,8,118527.68,18,False,ach,0,25,0.609,low,1
V023571,smb,False,5199,1342.06,8575.2,12,119173.13,146,False,ach,0,44,,medium,1
V023572,mid_market,False,5172,2042.53,10984.76,11,473333.1,121,False,wire,0,64,0.487,medium,0
V023573,smb,False,5172,8284.05,50435.97,37,3139127.57,139,False,ach,1,60,0.71,low,0
V023574,mid_market,False,5734,2824.22,14821.09,4,522331.06,133,False,ach,1,38,0.635,high,1
V023575,smb,False,5085,519.12,3438.44,23,64630.63,62,False,ach,0,36,,medium,0
V023576,smb,False,8911,6595.88,35992.16,7,582613.5,1,True,wire,0,53,0.817,low,1
V023577,smb,False,7392,7957.23,16535.41,17,1513176.49,88,False,check,1,45,0.578,medium,0
V023578,mid_market,False,5085,2206.07,9233.34,8,423010.23,20,False,wire,0,49,,medium,1
V023579,smb,False,5111,251.54,476.76,35,81396.25,38,False,other,1,30,0.862,low,1
V023580,smb,False,5211,1169.61,3094.6,8,50723.1,60,False,ach,0,34,0.602,low,1
V023581,enterprise,False,7372,55191.38,435136.99,9,101705723.88,151,False,virtual_card,1,54,0.858,low,1
V023582,smb,False,5172,4617.08,13934.61,25,416148.56,60,False,ach,1,48,0.531,low,0
V023583,enterprise,False,5137,167.41,1182.04,7,169683.92,89,False,ach,0,46,0.683,low,1
V023584,mid_market,False,5734,2068.52,3576.23,16,1033374.62,113,False,check,1,21,0.705,low,1
V023585,mid_market,False,5085,1948.83,14870.9,6,515299.7,170,False,wire,1,52,0.458,medium,0
V023586,enterprise,False,7399,1658.65,3328.71,10,3541004.24,54,False,ach,1,42,,low,1
V023587,smb,False,8911,2098.4,15963.38,16,164286.37,138,False,check,1,56,0.37,low,1
V023588,smb,False,5065,131.77,913.21,2,1538.03,179,False,other,1,66,0.36,low,0
V023589,smb,False,5169,3090.55,5280.7,9,123146.31,35,False,ach,1,38,0.358,low,0
V023590,smb,False,5085,2274.31,18031.02,2,64492.27,69,False,check,1,46,0.081,low,0
V023591,smb,False,5199,236.8,1025.67,5,11056.74,157,False,ach,0,68,0.606,low,0
V023592,smb,False,7372,4734.81,15261.83,9,222347.57,0,True,check,1,65,0.56,low,0
V023593,smb,False,5734,3756.4,28192.63,5,198920.11,133,False,check,1,52,0.466,medium,1
V023594,smb,False,5122,839.69,6350.85,12,114388.16,49,False,other,0,46,0.728,low,0
V023595,smb,False,5211,3730.06,29453.31,19,955617.02,56,False,ach,0,25,0.683,low,1
V023596,smb,False,5734,310.74,1092.36,11,29049.89,150,False,ach,0,59,0.311,medium,1
V023597,mid_market,False,8911,8361.52,40814.79,34,16413901.0,92,False,check,0,73,0.713,medium,1
V023598,smb,False,5122,291.06,771.23,24,93079.8,30,False,ach,0,57,0.667,low,0
V023599,smb,False,5169,1803.61,6788.38,14,159221.09,139,False,ach,1,44,,low,1
V023600,mid_market,False,8911,35865.11,206849.0,16,22196237.69,111,False,other,1,33,0.192,low,1
V023601,mid_market,False,5137,220.6,789.56,1,5521.95,133,False,other,0,64,0.849,low,0
V023602,mid_market,False,5111,822.75,4912.63,4,150589.63,121,False,check,1,56,0.734,low,0
V023603,smb,False,7372,7634.93,23231.36,7,556712.0,165,False,other,0,15,0.451,high,1
V023604,mid_market,False,5734,161.92,1191.07,4,23813.8,27,False,ach,1,42,0.547,medium,1
V023605,enterprise,False,5169,2414.4,9696.49,10,4541695.06,83,False,ach,0,49,,high,1
V023606,smb,False,5137,2842.28,5252.9,5,53785.92,134,False,other,0,51,0.667,medium,0
V023607,enterprise,True,5137,180.98,390.09,18,446319.61,114,False,ach,0,41,0.877,low,1
V023608,mid_market,False,5211,2778.08,20656.04,2,159024.41,0,True,other,1,47,0.396,medium,1
V023609,mid_market,False,5211,2642.86,8077.47,14,1122524.66,72,False,virtual_card,1,75,0.408,low,0
V023610,enterprise,False,5199,45.4,262.06,8,74052.8,20,False,ach,0,37,0.891,high,0
V023611,enterprise,False,5734,1353.58,10479.29,5,550221.81,73,False,other,1,36,1.0,medium,1
V023612,smb,False,7392,1054.31,2389.08,14,114052.34,154,False,ach,0,54,0.686,low,1
V023613,smb,False,5211,1049.29,7075.7,4,55882.36,51,False,check,0,65,0.487,medium,0
V023614,enterprise,False,5122,1757.0,11867.48,12,3985913.62,99,False,ach,0,47,0.432,high,1
V023615,mid_market,False,5734,174.56,992.25,7,45924.23,87,False,wire,0,61,0.798,medium,1
V023616,smb,False,8911,1279.23,6542.08,7,124634.1,86,False,check,0,37,0.63,medium,0
V023617,mid_market,False,5211,726.51,1292.18,8,175083.3,134,False,ach,1,69,,low,0
V023618,enterprise,False,5111,191.25,856.08,19,796034.78,169,False,virtual_card,1,37,0.742,low,1
V023619,smb,False,5085,4506.63,17618.09,9,463206.47,105,False,other,1,37,0.2,low,1
V023620,smb,False,8911,5910.04,30717.15,11,759200.29,81,False,ach,1,36,0.804,low,1
V023621,enterprise,False,5172,6531.42,42420.31,7,6827332.08,32,False,ach,1,32,0.669,low,1
V023622,smb,False,5137,157.78,241.52,7,6023.42,18,False,check,0,40,0.416,low,0
V023623,mid_market,False,5065,454.68,1332.35,11,164483.85,111,False,other,0,49,1.0,low,1
V023624,smb,False,5065,1652.87,11085.72,17,129566.49,77,False,check,0,45,0.933,low,0
V023625,enterprise,False,8911,11963.41,34861.07,7,7684392.83,20,False,virtual_card,1,61,0.714,high,0
V023626,mid_market,False,5065,439.49,1642.63,15,350684.74,55,False,ach,0,36,0.752,low,1
V023627,smb,False,7392,74959.24,437887.0,4,2173142.75,106,False,ach,1,48,0.475,low,1
V023628,mid_market,False,5172,6966.98,21614.13,7,2613034.61,178,False,other,1,50,0.299,medium,1
V023629,mid_market,False,5085,1175.17,4856.15,5,216998.2,1,True,ach,1,49,0.335,low,1
V023630,smb,False,7372,3730.68,10277.84,10,212791.37,35,False,check,1,52,0.792,low,1
V023631,smb,False,5199,99.55,183.08,2,1966.98,10,False,check,0,47,0.456,medium,0
V023632,mid_market,False,5065,949.35,3986.37,9,210179.8,162,False,check,1,70,0.548,low,0
V023633,enterprise,False,5172,3317.43,14322.45,13,3132491.93,175,False,virtual_card,1,57,0.742,low,1
V023634,smb,False,5137,415.83,3009.62,17,97306.87,177,False,ach,1,46,0.617,low,1
V023635,mid_market,False,5199,3388.11,19947.71,26,3914930.36,149,False,check,1,40,0.229,medium,0
V023636,mid_market,False,7399,227.08,1246.79,5,25071.24,168,False,ach,1,62,0.772,low,1
V023637,mid_market,False,7399,859.25,6599.52,18,294518.37,170,False,check,1,44,,low,1
V023638,mid_market,False,5734,10559.09,68748.4,43,26588029.07,18,False,ach,1,49,0.278,low,1
V023639,smb,False,5199,469.27,2726.81,12,33042.97,94,False,check,1,60,0.691,low,0
V023640,smb,False,5172,2747.65,13935.81,11,121992.04,57,False,other,0,40,0.369,low,0
V023641,smb,False,4214,50841.08,402574.23,24,16299604.92,56,False,virtual_card,0,50,0.625,high,0
V023642,smb,False,4214,12551.42,94694.6,29,4417804.74,78,False,ach,1,51,1.0,high,1
V023643,smb,False,5122,5147.9,23069.16,17,947714.25,48,False,virtual_card,0,34,0.722,low,0
V023644,enterprise,False,5065,2470.94,13060.99,32,6499897.36,127,False,virtual_card,1,40,0.589,low,1
V023645,mid_market,False,5122,1401.53,3114.48,12,573078.2,80,False,ach,0,32,0.781,low,0
V023646,enterprise,False,7399,662.03,2901.43,31,2504573.53,81,False,check,1,31,0.714,medium,1
V023647,smb,False,5199,777.41,4853.2,17,120035.43,144,False,ach,0,46,0.268,low,1
V023648,enterprise,False,5211,1806.47,2831.35,12,4490623.71,51,False,ach,1,44,0.302,low,1
V023649,smb,False,5169,6038.29,10546.38,18,996717.37,86,False,wire,1,25,0.349,low,1
V023650,mid_market,False,5172,13378.05,70232.76,2,1063357.85,11,False,ach,0,34,0.511,low,1
V023651,smb,False,5111,58.47,193.38,5,1503.78,102,False,virtual_card,0,47,0.66,medium,1
V023652,enterprise,False,5122,288.21,1376.57,9,323070.77,110,False,ach,1,62,0.849,high,1
V023653,smb,False,7372,10143.23,29917.25,2,221905.25,172,False,check,1,65,0.881,low,0
V023654,smb,False,4214,3299.05,17934.76,10,324729.57,152,False,check,0,29,0.928,low,1
V023655,mid_market,False,5065,1010.75,7796.25,5,273701.36,156,False,check,0,59,0.0,medium,1
V023656,mid_market,False,5122,4532.57,30760.79,5,1326515.47,79,False,ach,0,59,0.388,low,1
V023657,smb,False,5169,2400.35,10868.47,29,341960.38,79,False,check,0,20,0.367,high,0
V023658,smb,False,8911,3965.18,15517.21,6,287883.57,74,False,check,0,47,0.676,medium,1
V023659,enterprise,False,5172,6311.36,10246.13,33,29101337.98,154,False,ach,0,55,0.715,medium,1
V023660,smb,False,7399,1215.27,5391.0,4,21523.33,62,False,wire,1,49,0.451,medium,0
V023661,mid_market,False,4214,5249.92,38019.82,5,588299.15,128,False,ach,0,40,0.653,medium,0
V023662,smb,False,5172,1189.33,2805.51,4,54208.59,57,False,check,0,48,0.943,low,0
V023663,enterprise,False,5172,6753.19,36468.62,7,6999050.28,123,False,check,0,54,0.219,low,1
V023664,smb,False,8911,1535.36,12034.43,10,160190.0,27,False,ach,0,76,0.387,high,0
V023665,smb,False,5172,620.41,1102.26,10,33055.41,169,False,other,0,37,0.692,low,0
V023666,smb,False,7392,3833.85,26843.85,15,807450.1,143,False,ach,1,62,1.0,low,0
V023667,mid_market,False,5211,1708.21,9777.12,10,997294.71,145,False,ach,1,41,0.197,medium,0
V023668,mid_market,False,5734,1228.93,2840.0,8,362105.33,133,False,ach,0,54,0.815,medium,1
V023669,mid_market,False,5122,5503.77,42501.51,10,3036262.73,5,True,check,0,43,,medium,1
V023670,smb,False,7399,3171.85,15781.55,2,30803.09,18,False,check,0,38,0.588,medium,0
V023671,mid_market,False,4214,2975.27,12342.29,20,2168993.47,31,False,wire,0,41,,low,1
V023672,smb,False,5734,3574.04,21051.32,6,207899.37,97,False,other,0,45,,low,0
V023673,enterprise,False,5122,7828.4,49855.26,11,5479157.35,123,False,virtual_card,1,41,0.696,medium,1
V023674,enterprise,True,4214,5051.81,15139.15,7,5579865.63,15,False,virtual_card,1,57,0.749,medium,0
V023675,smb,False,8911,43205.71,147440.3,8,3380045.11,92,False,ach,1,40,0.446,low,0
V023676,smb,False,8911,13210.52,31589.7,5,268669.29,106,False,check,1,44,0.668,low,0
V023677,smb,False,5734,15464.64,116299.22,11,831008.74,122,False,check,1,43,0.69,medium,0
V023678,mid_market,False,5122,1533.1,12171.16,17,1448287.16,175,False,ach,0,53,0.044,low,1
V023679,enterprise,False,5111,423.35,757.54,7,506405.57,92,False,ach,1,57,0.927,low,1
V023680,enterprise,True,4214,3153.51,6930.15,10,4442119.08,62,False,check,1,52,1.0,low,1
V023681,mid_market,False,5734,4454.64,20696.45,16,3084661.95,52,False,check,1,61,,medium,1
V023682,smb,False,5085,10473.8,28556.22,14,1767959.56,103,False,wire,1,51,0.615,low,1
V023683,enterprise,False,7392,1663.27,10411.39,6,791660.19,36,False,ach,0,41,0.785,low,1
V023684,smb,False,5211,2171.59,7469.51,9,144634.74,161,False,check,0,51,0.569,low,0
V023685,smb,False,5172,3323.39,16872.54,10,156097.08,115,False,wire,1,68,,low,1
V023686,smb,False,4214,1499.96,5828.03,8,70670.55,176,False,ach,0,34,0.312,low,0
V023687,smb,False,5734,4961.02,8086.37,21,614095.09,145,False,ach,1,47,1.0,medium,0
V023688,smb,False,7372,3276.25,7020.32,13,267699.78,24,False,ach,0,42,0.714,low,1
V023689,smb,False,7392,9639.99,16770.98,16,1539408.83,147,False,ach,1,23,0.719,low,1
V023690,mid_market,False,5137,678.89,3776.35,6,179586.2,107,False,virtual_card,1,59,0.906,low,1
V023691,smb,False,8911,6402.4,41636.6,11,573547.36,73,False,check,0,38,0.419,low,1
V023692,smb,False,7372,2068.87,10978.81,4,95110.42,7,False,check,1,59,0.534,high,0
V023693,smb,False,5111,149.69,450.8,22,20626.68,8,False,wire,0,50,0.781,low,0
V023694,enterprise,True,5111,288.3,1407.98,8,371523.89,87,False,check,0,34,0.702,low,0
V023695,mid_market,False,5211,4468.7,23952.07,5,1229314.91,173,False,wire,0,45,0.511,medium,1
V023696,mid_market,False,5172,5679.54,34445.39,2,283025.34,51,False,ach,1,48,0.411,low,1
V023697,enterprise,True,5122,1522.31,10840.89,27,5865698.14,52,False,check,0,85,0.241,medium,1
V023698,enterprise,False,7372,6115.23,45850.4,36,37705284.46,33,False,wire,1,29,0.807,medium,1
V023699,mid_market,False,7392,5146.79,22534.08,10,1439080.64,9,False,wire,0,44,0.238,low,0
V023700,mid_market,False,5172,5199.05,8263.38,5,1484671.91,90,False,ach,0,53,0.435,medium,0
V023701,smb,False,5734,618.1,1344.32,12,88203.83,44,False,check,0,57,0.774,low,0
V023702,mid_market,False,5172,5187.54,34712.17,10,1780316.18,85,False,ach,0,64,0.397,low,1
V023703,mid_market,False,5734,9305.32,27867.1,3,600479.5,110,False,wire,1,34,0.565,low,1
V023704,enterprise,False,5199,1013.31,3932.62,21,3334356.33,1,True,ach,1,79,0.928,low,0
V023705,smb,False,7392,5935.43,38820.49,24,1519012.62,146,False,check,0,37,0.678,medium,1
V023706,smb,False,5085,1272.19,4171.54,11,198101.76,52,False,ach,0,30,0.618,low,1
V023707,smb,False,5065,669.81,5209.08,8,47017.28,96,False,ach,0,50,0.787,low,0
V023708,smb,False,4214,1083.74,4757.12,2,29364.32,50,False,ach,0,68,0.553,medium,0
V023709,enterprise,True,5137,1300.56,4790.17,16,2624003.93,158,False,check,1,50,0.865,high,1
V023710,enterprise,False,7399,2144.59,10801.42,5,1131265.59,55,False,wire,1,51,0.792,low,1
V023711,mid_market,False,8911,6371.8,50316.2,5,1602550.57,100,False,ach,1,38,0.898,low,0
V023712,mid_market,False,5734,5230.58,18828.18,11,2829018.68,60,False,ach,1,79,0.64,medium,1
V023713,enterprise,False,7399,575.86,2914.18,12,1441380.28,139,False,ach,0,57,0.737,medium,0
V023714,enterprise,False,7392,1259.85,2824.77,8,630954.74,130,False,ach,1,41,,low,1
V023715,smb,False,5085,2103.94,15065.14,11,97349.09,84,False,ach,1,33,0.346,medium,0
V023716,smb,False,5137,325.22,1822.13,14,58676.26,4,True,ach,0,20,0.438,medium,1
V023717,mid_market,False,5111,547.73,3142.29,11,326014.67,176,False,wire,1,50,0.316,low,1
V023718,enterprise,True,5169,1685.47,5843.52,8,2062620.51,5,True,check,1,57,0.507,low,1
V023719,mid_market,False,5122,3113.82,19001.47,7,1217316.53,60,False,ach,0,24,0.721,low,1
V023720,enterprise,True,7372,6319.19,48989.03,8,3864555.24,69,False,virtual_card,1,52,0.782,medium,1
V023721,enterprise,True,5065,481.45,1599.19,12,1034944.47,46,False,ach,1,59,0.297,low,1
V023722,smb,False,5169,1436.55,10857.69,6,55146.27,136,False,other,0,42,0.049,high,1
V023723,smb,False,5085,4201.19,26646.91,7,415185.27,137,False,ach,0,37,0.541,medium,1
V023724,smb,False,5169,2564.8,10023.69,15,472478.93,164,False,ach,0,39,0.805,low,0
V023725,mid_market,False,5169,4242.48,26138.35,7,714840.71,116,False,ach,1,54,,low,0
V023726,enterprise,False,7372,3132.86,4709.05,1,228132.17,10,False,check,0,51,0.589,low,1
V023727,enterprise,True,5137,147.24,339.36,4,141140.18,54,False,ach,1,36,0.636,low,1
V023728,mid_market,False,5734,2461.32,17564.62,10,984325.27,78,False,check,1,52,0.783,medium,1
V023729,smb,False,4214,21705.47,68893.53,5,730721.75,170,False,check,0,43,0.767,medium,0
V023730,enterprise,False,4214,5401.45,38387.48,3,3509314.48,6,False,check,0,40,0.912,low,0
V023731,smb,False,5211,16817.59,97132.18,6,652722.92,19,False,other,0,47,0.895,medium,1
V023732,mid_market,False,5122,2268.31,13205.5,14,1512338.54,158,False,virtual_card,0,35,0.416,medium,0
V023733,enterprise,False,5199,3469.65,24138.76,29,18667725.53,154,False,check,0,52,0.625,medium,1
V023734,enterprise,False,5169,1175.37,5132.03,3,481418.87,46,False,ach,0,19,0.117,low,0
V023735,smb,False,5734,2729.37,9086.56,21,278941.62,86,False,check,1,62,0.395,low,1
V023736,enterprise,False,7392,6818.55,49382.51,2,1877999.12,155,False,virtual_card,1,38,,low,1
V023737,smb,False,5211,2680.14,11547.35,22,604888.41,22,False,ach,0,31,0.212,low,1
V023738,smb,False,5137,181.26,1315.68,10,17575.08,37,False,ach,0,47,0.771,low,0
V023739,mid_market,False,7372,4616.51,28362.98,9,1766101.47,78,False,other,0,28,0.318,medium,0
V023740,smb,False,7392,900.02,6742.72,7,29683.2,111,False,check,0,49,0.6,medium,0
V023741,mid_market,False,7392,922.07,4134.37,8,153767.14,106,False,check,0,46,0.921,medium,0
V023742,smb,False,5211,3243.12,19701.58,19,516843.94,130,False,check,0,63,,medium,0
V023743,smb,False,8911,1273.12,6550.95,14,89205.3,97,False,ach,1,49,0.891,medium,0
V023744,mid_market,False,5065,88.33,426.89,10,46723.9,116,False,ach,0,36,0.913,low,1
V023745,smb,False,5111,153.71,1162.65,9,10961.27,176,False,ach,0,43,0.242,medium,0
V023746,smb,False,5734,153.87,310.37,11,15204.26,97,False,check,1,48,0.688,low,1
V023747,smb,False,5111,315.21,1917.96,2,3175.32,38,False,check,0,36,0.446,medium,1
V023748,mid_market,False,5065,1262.69,4675.07,5,284689.8,55,False,ach,0,43,0.557,low,1
V023749,enterprise,False,8911,24538.68,100996.95,6,30334380.45,171,False,ach,0,37,0.203,low,1
V023750,mid_market,False,5065,2235.18,16692.53,7,907070.88,163,False,ach,0,60,0.583,medium,0
V023751,mid_market,False,5065,733.7,5503.76,13,306959.68,98,False,check,1,33,,low,0
V023752,mid_market,False,7399,843.8,4299.39,4,185751.8,100,False,ach,1,54,0.31,low,0
V023753,smb,False,5085,101.0,476.97,17,19487.04,114,False,ach,0,55,0.874,low,0
V023754,smb,False,7372,6757.35,52040.6,9,391404.71,72,False,check,0,22,0.461,low,1
V023755,mid_market,False,8911,2864.76,12194.27,6,712284.58,110,False,wire,1,80,,high,0
V023756,mid_market,False,8911,39573.2,127961.7,9,12297948.72,58,False,other,1,64,0.565,medium,0
V023757,smb,False,5199,1542.32,4361.88,35,735759.8,55,False,ach,1,42,0.116,high,0
V023758,smb,False,5085,1263.27,6289.77,28,258464.17,131,False,wire,0,53,0.382,medium,0
V023759,smb,False,5122,8060.26,43466.62,33,1821286.53,149,False,ach,0,45,0.73,medium,0
V023760,smb,False,4214,13369.16,41656.72,5,917017.91,132,False,check,0,60,0.211,low,0
V023761,smb,False,5085,286.8,2256.96,13,33460.67,68,False,ach,0,58,1.0,low,0
V023762,smb,False,7392,4677.8,29018.87,7,469157.2,35,False,ach,0,60,0.795,low,0
V023763,smb,False,5172,19739.78,38596.83,10,1054358.59,151,False,ach,0,34,0.816,low,1
V023764,mid_market,False,5172,859.08,6781.19,15,495005.09,59,False,ach,1,54,0.406,medium,0
V023765,enterprise,False,5172,7799.81,27282.58,24,23979695.35,37,False,check,1,36,0.91,medium,1
V023766,smb,False,7399,674.59,3089.43,19,171303.19,59,False,other,1,33,0.511,low,0
V023767,smb,False,5169,1022.15,2186.31,14,199078.91,86,False,ach,0,50,0.313,low,0
V023768,smb,False,7399,2264.4,7664.02,6,139896.22,159,False,virtual_card,1,50,0.968,medium,1
V023769,smb,False,5085,481.02,3089.43,14,58154.44,0,True,virtual_card,1,44,0.526,medium,0
V023770,mid_market,False,5137,414.46,2736.14,6,81177.23,123,False,ach,0,51,0.0,high,1
V023771,smb,False,5169,515.4,1086.18,11,36444.43,170,False,virtual_card,0,52,0.681,high,0
V023772,mid_market,False,7392,22663.03,103117.85,6,4255944.76,103,False,check,1,63,0.207,medium,0
V023773,smb,False,5172,16193.64,105054.68,18,1324448.47,113,False,check,1,53,0.762,low,1
V023774,mid_market,False,7392,3733.7,18524.81,31,4158836.68,173,False,ach,1,55,0.209,medium,0
V023775,mid_market,False,4214,12190.73,84753.25,7,4403575.09,89,False,check,0,41,0.773,low,0
V023776,smb,False,5211,25025.71,111220.08,3,1021202.19,138,False,ach,0,61,0.223,low,0
V023777,smb,False,7372,917.69,3578.75,4,46188.23,139,False,other,0,76,0.969,low,0
V023778,smb,False,5199,202.72,960.72,10,7654.34,98,False,ach,0,56,0.581,high,0
V023779,enterprise,False,8911,27307.55,67274.52,14,30931934.13,45,False,other,1,37,,low,1
V023780,enterprise,False,5137,1772.24,6659.01,27,4723612.2,84,False,check,1,62,0.668,medium,1
V023781,mid_market,False,5734,20346.76,131156.88,20,9201699.5,177,False,ach,1,64,0.368,low,1
V023782,mid_market,False,5065,1647.15,10370.84,14,521081.81,57,False,virtual_card,0,40,0.829,low,1
V023783,enterprise,False,7399,676.48,2414.56,8,534549.78,110,False,virtual_card,1,70,0.71,medium,1
V023784,smb,False,5211,12338.08,68332.69,11,593563.98,128,False,check,1,38,0.532,medium,0
V023785,smb,False,7399,112.59,298.84,14,10492.66,133,False,check,1,69,0.618,medium,0
V023786,enterprise,False,5734,968.36,3179.65,5,1090850.9,91,False,ach,0,46,0.724,medium,1
V023787,mid_market,False,5137,147.89,366.32,5,14605.7,121,False,ach,0,37,0.174,medium,1
V023788,mid_market,False,5199,515.25,2637.25,3,40578.49,127,False,ach,1,48,0.641,low,0
V023789,smb,False,5734,299.69,901.91,51,202257.42,58,False,check,1,34,0.623,low,1
V023790,smb,False,5111,172.12,330.2,20,27645.15,87,False,check,0,44,0.775,low,0
V023791,enterprise,False,7399,1417.5,6836.93,8,1517283.73,80,False,wire,1,46,0.638,low,1
V023792,mid_market,False,5085,587.45,3776.54,11,154719.42,22,False,virtual_card,1,42,,low,1
V023793,smb,False,7372,7631.57,56234.75,7,645917.89,131,False,ach,1,39,0.739,medium,0
V023794,mid_market,False,7392,13751.39,101342.96,43,32918226.87,117,False,wire,1,55,0.788,low,1
V023795,smb,False,5085,1372.08,6619.51,5,81127.16,3,True,ach,1,52,0.255,medium,0
V023796,smb,False,4214,3755.83,13407.84,6,107272.2,13,False,check,1,34,0.988,low,0
V023797,mid_market,False,5172,2058.89,10435.1,4,329097.31,178,False,ach,0,44,0.387,low,0
V023798,enterprise,False,5199,945.01,2704.74,31,1932395.06,84,False,check,0,47,0.444,medium,0
V023799,smb,False,5065,2040.19,8164.12,7,70351.73,164,False,check,0,50,0.588,low,0
V023800,mid_market,False,5065,629.32,1372.51,33,394739.14,138,False,ach,1,44,0.54,medium,1
V023801,mid_market,False,7372,628.45,1870.76,13,323355.42,49,False,ach,1,52,0.716,low,0
V023802,mid_market,False,5065,347.27,2470.68,7,58568.35,128,False,check,1,45,0.599,low,1
V023803,mid_market,False,8911,1547.38,3507.77,12,968531.89,176,False,wire,0,56,0.44,low,0
V023804,enterprise,False,5085,1718.97,11243.26,6,942528.18,52,False,check,0,59,0.349,low,1
V023805,smb,False,8911,23491.0,66596.62,13,3432567.56,46,False,check,0,35,0.324,medium,0
V023806,enterprise,False,5172,19965.35,148018.99,10,26835994.78,152,False,ach,1,67,0.509,medium,0
V023807,smb,False,7399,1274.28,2731.09,4,72128.77,39,False,check,1,46,1.0,medium,0
V023808,smb,False,5211,6141.79,9946.91,15,1310419.98,82,False,other,1,39,,medium,0
V023809,mid_market,False,7392,6775.98,52694.69,7,2552208.11,166,False,ach,0,58,0.9,medium,1
V023810,enterprise,True,5137,413.44,1338.98,17,1416603.57,94,False,virtual_card,1,34,0.388,medium,1
V023811,mid_market,False,7399,1519.21,3652.75,2,84903.81,105,False,check,0,39,0.836,low,0
V023812,smb,False,5199,141.94,314.47,14,11993.06,35,False,check,1,48,,high,1
V023813,mid_market,False,5199,485.82,1145.31,14,134441.78,123,False,check,1,37,,medium,1
V023814,mid_market,False,5734,178.91,445.1,27,283768.97,0,True,wire,1,65,0.298,low,1
V023815,enterprise,False,5211,2011.69,14657.38,17,5796303.1,146,False,virtual_card,0,35,0.44,low,1
V023816,smb,False,5169,23035.58,49224.75,6,1390117.37,28,False,ach,0,50,,medium,0
V023817,mid_market,False,5211,1454.93,4063.29,20,1456559.7,105,False,ach,0,47,0.534,medium,1
V023818,mid_market,False,5122,3485.84,19467.25,8,963317.5,57,False,ach,1,17,0.411,low,0
V023819,enterprise,False,5169,2645.77,4792.34,2,691707.03,76,False,ach,0,45,0.857,low,0
V023820,enterprise,False,8911,14307.46,59538.17,9,17699990.21,78,False,check,0,47,1.0,low,0
V023821,enterprise,False,5169,2376.41,10030.72,13,5831669.98,66,False,ach,1,31,0.719,low,1
V023822,smb,False,5169,61042.58,477005.14,9,2425290.54,2,True,ach,1,25,0.507,low,1
V023823,smb,False,8911,5073.78,27737.14,5,121641.68,61,False,check,1,49,0.565,medium,0
V023824,smb,False,5085,1218.58,6638.13,2,11556.99,135,False,ach,1,52,0.54,medium,0
V023825,mid_market,False,7399,719.83,5207.09,15,508783.67,156,False,other,1,52,0.335,medium,0
