vendor_id,segment,mcc,annual_spend,current_rail,accepts_card_other_channel,p_accept,expected_annual_revenue
V002053,enterprise,7392,678260.16,ach,1,0.8467832,4394.714582427216
V023965,enterprise,5122,907786.99,ach,0,0.6315806,4386.725150635891
V004737,enterprise,5199,933432.96,ach,0,0.6114631,4366.078711352844
V012063,enterprise,5211,788405.47,ach,0,0.7226955,4358.216868572202
V010043,enterprise,7392,630567.89,ach,0,0.90255636,4352.9844750794755
V000779,enterprise,5065,1038175.78,ach,0,0.54716164,4344.399688652621
V011006,enterprise,7399,792115.51,ach,1,0.71584314,4336.24363820603
V007000,enterprise,5137,697799.47,ach,0,0.8118543,4332.092018152643
V022337,enterprise,5137,642441.06,ach,1,0.8790747,4318.029419313221
V003389,enterprise,7399,779877.19,check,0,0.72324866,4312.361064577965
V010350,enterprise,5137,1007630.74,check,1,0.55598396,4281.812237409887
V006556,enterprise,5111,666100.5,ach,1,0.8405324,4279.032532833577
V005915,enterprise,5085,658451.98,ach,1,0.8481549,4267.7541989624215
V008277,enterprise,5199,1070089.85,ach,0,0.5213464,4263.099844302584
V013981,enterprise,5137,759824.43,check,1,0.7333862,4257.958123823629
V005478,enterprise,7372,676786.72,ach,1,0.8223827,4252.621458798523
V008756,enterprise,5137,673198.79,check,1,0.8229738,4232.19966510635
V005215,enterprise,5085,874450.14,ach,1,0.6323485,4223.6577198107625
V021399,enterprise,5172,998854.95,ach,1,0.55243987,4214.458377430367
V007132,enterprise,7399,641222.01,ach,1,0.86039776,4213.647828525921
V024851,enterprise,7372,769514.0,ach,0,0.7153448,4203.742625196457
V008054,enterprise,5111,630309.88,ach,0,0.8727722,4200.935609892578
V008115,enterprise,5169,1526864.05,check,1,0.35953227,4191.6551446101785
V019055,enterprise,5122,918539.82,ach,0,0.5973904,4189.8150615031045
V000114,enterprise,7392,729947.87,check,1,0.7509194,4185.0561421833945
V011886,enterprise,5137,719512.62,ach,1,0.7605277,4177.674053600759
V009164,enterprise,5137,707884.84,ach,1,0.7713403,4168.16089868742
V007113,enterprise,5199,921080.2,ach,0,0.5921436,4163.293928901768
V000884,enterprise,7372,666744.46,ach,0,0.8133663,4138.459763306675
V008018,enterprise,5199,713537.85,check,1,0.75926906,4134.137693755555
V004611,enterprise,5065,743519.02,ach,1,0.72810197,4130.861298211327
V019723,enterprise,5169,909659.52,ach,1,0.59445435,4126.008455544128
V011027,enterprise,5137,604331.26,ach,1,0.8946089,4125.121061758624
V015491,enterprise,5211,916376.26,check,0,0.5886578,4115.456238953658
V016880,enterprise,5137,1187865.68,check,0,0.45410553,4115.330957454929
V013897,enterprise,5065,706556.36,ach,1,0.762725,4111.265572651253
V009815,enterprise,5122,789110.67,ach,1,0.6795903,4090.1755598660047
V005894,enterprise,7399,714443.36,ach,1,0.750102,4087.243051745071
V017914,enterprise,5734,701133.87,ach,1,0.7591685,4058.2300188925647
V021497,enterprise,5085,795762.03,ach,1,0.6678268,4051.449500520812
V005506,enterprise,5172,688000.95,ach,0,0.7670401,4021.7943960939165
V024610,enterprise,5137,635762.61,ach,1,0.82866794,4014.6887322969487
V002164,enterprise,5085,726065.89,check,0,0.7252489,4012.627748927942
V019894,enterprise,5137,640409.68,ach,1,0.81869245,3994.388537635041
V021145,enterprise,7372,649856.02,check,0,0.80599445,3990.2427687906556
V019252,enterprise,5137,713527.55,ach,0,0.7324436,3980.949334348774
V000499,enterprise,7372,735743.37,ach,1,0.7095236,3976.218383717761
V003715,enterprise,5122,823859.46,check,1,0.6314338,3961.701576834421
V013957,enterprise,5199,1231396.86,ach,0,0.42173243,3954.5598780358123
V012385,enterprise,5172,1051071.66,ach,0,0.49257815,3941.8794606635092
V010737,enterprise,5169,1199654.56,check,1,0.4308801,3935.258209763222
V018237,enterprise,5734,815196.83,ach,1,0.6331808,3929.3358289027838
V000205,enterprise,5199,1189522.8,check,0,0.43369752,3927.144722797203
V016437,enterprise,7399,582093.11,ach,1,0.88608533,3926.273330426193
V000627,enterprise,5172,892596.93,ach,0,0.57471085,3903.8810938418583
V014390,enterprise,5111,569176.68,ach,1,0.89974976,3896.9326309667977
V005829,enterprise,5111,723063.84,ach,1,0.70742166,3892.088178278656
V022439,enterprise,5734,711886.25,ach,1,0.7180179,3889.1764262729885
V000791,enterprise,5199,915149.21,ach,1,0.5582394,3886.978770038905
V008702,enterprise,7372,675111.3,ach,0,0.75516945,3878.5874395576957
V021652,enterprise,5169,945810.56,check,1,0.53815144,3871.9145413839724
V011486,enterprise,5065,686967.69,ach,1,0.7408247,3871.381059544296
V002675,enterprise,5172,746771.06,ach,1,0.6812394,3869.8391069550803
V007775,enterprise,5111,784651.7,ach,0,0.6482954,3869.488717559051
V009538,enterprise,5734,693806.65,ach,0,0.7331513,3869.3220715440275
V018033,enterprise,5137,1118979.22,check,1,0.454447,3868.134007641177
V017579,enterprise,5734,641368.65,ach,0,0.79270476,3867.327859434295
V015004,enterprise,5085,654113.05,ach,1,0.7772161,3867.0974283037667
V005113,enterprise,5734,605443.88,ach,1,0.83960164,3866.6533769086072
V000333,enterprise,5172,1003862.47,ach,0,0.5054821,3859.4758956706714
V005404,enterprise,5137,805566.53,ach,0,0.6297003,3858.1239047219947
V021989,enterprise,5169,938239.83,check,0,0.5396339,3850.4483719328164
V015577,enterprise,5111,589364.51,ach,0,0.85873926,3848.8835306909277
V010272,enterprise,5734,686811.22,check,0,0.73604953,3844.2166213186456
V004390,enterprise,7399,703792.56,ach,1,0.7181925,3843.668405162697
V012541,enterprise,7399,937273.81,check,1,0.5386428,3838.8464927586892
V013745,enterprise,5122,728521.72,check,1,0.69239265,3835.3846584148982
V002265,enterprise,5199,671906.89,check,1,0.75067997,3835.09635108223
V016046,enterprise,5172,978507.21,ach,0,0.5136961,3821.242501064253
V020720,enterprise,5169,669600.12,ach,0,0.7493581,3814.1622836385536
V012674,enterprise,7399,751869.96,ach,0,0.66487885,3799.219446052246
V019144,enterprise,5122,592817.58,ach,1,0.843011,3798.0140299726672
V009185,enterprise,5734,600212.27,check,1,0.83070266,3788.783445879488
V023066,enterprise,7399,693636.85,ach,1,0.71524966,3768.9881558615207
V005530,enterprise,5172,815312.52,ach,0,0.6069485,3758.821655170021
V019800,enterprise,5122,703189.44,ach,1,0.7031715,3755.7021393463133
V015385,enterprise,5137,647259.94,ach,1,0.7623868,3747.6994694882965
V021717,enterprise,5065,609928.48,ach,1,0.8085394,3745.2096120544434
V000801,enterprise,5137,1043551.41,ach,0,0.47217223,3741.887975059536
V018656,enterprise,5211,541235.09,ach,0,0.910209,3741.096400749478
V007792,enterprise,8911,1235641.39,ach,1,0.3985464,3739.6833985298204
V006020,enterprise,7399,765155.32,check,1,0.64355785,3739.373680100384
V024457,enterprise,5111,1317717.09,check,1,0.37314424,3733.5883280965977
V002757,enterprise,5137,746020.45,check,1,0.65675294,3719.6090145295616
V020393,enterprise,5169,583545.83,ach,1,0.83954245,3719.2919595377684
V011714,enterprise,7399,619572.98,ach,1,0.79038596,3717.614284295311
V003133,enterprise,5211,686622.01,ach,1,0.71035844,3701.981923958001
V013254,enterprise,5169,999972.16,ach,0,0.48723388,3697.762500726929
V020213,enterprise,5199,607379.16,ach,1,0.80199933,3696.941437537461
V004701,enterprise,5169,562001.19,ach,1,0.8630575,3680.314710066499
V001483,enterprise,4214,931526.2,ach,0,0.52033246,3677.626521075249
V016675,enterprise,5211,1040743.33,check,0,0.4657143,3677.512458237188
V015219,enterprise,7399,871571.02,check,0,0.55543953,3672.8399942558194
V017509,enterprise,7399,583642.06,check,0,0.82593036,3656.3815597118
V008669,enterprise,5065,645383.1,ach,1,0.74647856,3654.117164630509
V017904,enterprise,5734,572735.79,ach,1,0.8408956,3652.888014877191
V020856,enterprise,5211,1292385.02,ach,0,0.37214464,3647.633258822451
V005993,enterprise,5111,651751.08,ach,0,0.73774844,3646.626761581516
V016111,enterprise,5111,832236.15,ach,0,0.5774407,3644.5360608430146
V012586,enterprise,7372,603796.01,ach,1,0.79248095,3627.974663572426
V007462,enterprise,5169,677451.82,ach,1,0.7045006,3618.1217938172244
V004188,enterprise,5137,599808.01,ach,0,0.7955311,3617.327379438386
V013055,enterprise,5169,858808.17,ach,0,0.55519223,3614.428999003697
V017574,enterprise,5199,818962.02,ach,0,0.5812052,3607.8798064375405
V022392,enterprise,4214,1311306.13,ach,1,0.36280307,3605.967135615499
V013049,enterprise,5122,792330.99,ach,1,0.59989554,3602.526597185721
V007211,enterprise,5734,621158.2,ach,1,0.76479703,3600.47958150053
V014509,enterprise,5169,799198.36,check,1,0.5934365,3594.187689882431
V010285,enterprise,5111,518814.9,ach,1,0.9136422,3592.089607790804
V000271,enterprise,5085,719833.53,ach,1,0.65640277,3580.0057652696755
V017072,enterprise,8911,505038.31,ach,0,0.9351968,3578.481759482236
V005607,enterprise,5172,572331.83,ach,0,0.82517,3578.1683601239442
V000244,enterprise,5199,565496.09,check,1,0.830059,3555.1609151511716
V023714,enterprise,7392,630954.74,ach,1,0.74369,3553.8779148137664
V014535,enterprise,5085,548937.71,ach,0,0.8537103,3549.07018932353
V007195,enterprise,5111,810142.46,check,1,0.578204,3547.420732987585
V022274,enterprise,5199,880839.54,ach,0,0.5310804,3542.373096569319
V000046,enterprise,5734,551027.95,check,0,0.84739757,3535.5179483258244
V018976,enterprise,5734,775880.78,ach,1,0.6015549,3533.8788977453614
V023395,enterprise,5734,601043.1,ach,1,0.77407384,3522.0139194738385
V018632,enterprise,5199,647428.27,ach,1,0.7179949,3518.801714695034
V003538,enterprise,7372,571820.73,check,1,0.8123819,3516.294594898276
V008427,enterprise,5065,898897.97,check,0,0.5159449,3510.254572476592
V017628,enterprise,5169,553956.39,ach,1,0.8369145,3508.9129914508103
V000090,enterprise,7372,618063.2,check,1,0.7489064,3502.97176000824
V016129,enterprise,5085,859250.68,ach,1,0.53823364,3499.820954295235
V022041,enterprise,7372,705584.06,ach,1,0.6544829,3494.341620449095
V019311,enterprise,5734,612137.68,ach,0,0.7535698,3490.307663496514
V017961,enterprise,5137,611673.47,ach,1,0.75412524,3490.2272065178586
V007114,enterprise,7392,618116.92,ach,1,0.745257,3485.247790469628
V016897,enterprise,5137,748029.68,check,1,0.615021,3480.4316369682315
V021117,enterprise,7399,655248.32,ach,0,0.70032823,3471.111173745422
V017697,enterprise,5734,647206.77,check,1,0.70889395,3470.4077338302563
V024808,enterprise,5111,537300.24,ach,1,0.8512923,3459.1965090063095
V023543,enterprise,5169,784429.38,ach,0,0.58294743,3458.248747493887
V004562,enterprise,5122,735342.7,ach,1,0.6210654,3453.567136592674
V001635,enterprise,5169,842523.04,check,1,0.54186773,3452.2883974920655
V013188,enterprise,5734,600220.95,ach,1,0.7598011,3448.3882552717446
V021176,enterprise,5734,567189.96,ach,1,0.80158424,3437.2042813043213
V020878,enterprise,5065,548978.19,ach,1,0.82768553,3435.0504549461407
V017770,enterprise,5137,585487.14,ach,1,0.77361745,3423.5445292804625
V013737,enterprise,5065,1130802.74,ach,0,0.4000116,3418.6736980256746
V018905,enterprise,7372,543295.16,check,1,0.8312264,3412.810276737881
V012700,enterprise,5111,723177.39,ach,0,0.6212349,3394.1042325949097
V004403,enterprise,5137,539739.81,ach,1,0.8322271,3393.4888215511996
V017039,enterprise,5085,557017.05,ach,1,0.8063644,3393.2698305976396
V014122,enterprise,5065,752412.57,ach,1,0.596708,3391.7647967884204
V021643,enterprise,5199,544231.65,ach,0,0.8218144,3378.0593329146864
V019264,enterprise,5734,602036.27,ach,1,0.74226534,3374.9652708079434
V008101,enterprise,5169,626535.4,ach,1,0.7130684,3374.100890362835
V022593,enterprise,5199,874435.13,ach,0,0.5091618,3361.8315107327508
V022111,enterprise,7392,624242.68,ach,0,0.7124812,3358.0893933719067
V002359,enterprise,5137,584508.41,ach,1,0.76027656,3355.104327332898
V015716,enterprise,5137,519725.05,ach,1,0.8544072,3352.4545616525174
V003482,enterprise,8911,645733.19,ach,1,0.6876092,3352.096635349235
V008864,enterprise,5137,599121.69,ach,1,0.73989975,3346.319930889139
V005207,enterprise,5169,579645.06,ach,1,0.76419795,3343.7085122093395
V022376,enterprise,4214,686700.73,ach,0,0.6449565,3343.1369550322297
V024844,enterprise,5065,511867.35,ach,1,0.8637893,3337.1644014611243
V016178,enterprise,5199,646724.6,ach,1,0.6819842,3328.4476000698087
V001764,enterprise,5169,693897.02,ach,0,0.632773,3312.634293039503
V007652,enterprise,7392,580847.31,ach,0,0.75372535,3302.3947357602265
V008153,enterprise,5111,585798.45,ach,1,0.7465205,3298.4845045896527
V015666,enterprise,5169,569767.31,ach,1,0.76718587,3296.9394209224374
V010058,enterprise,5137,673639.34,ach,1,0.64826816,3293.5915008310794
V022960,enterprise,5734,614432.54,ach,1,0.7101421,3290.6751962164785
V020817,enterprise,5065,603528.17,check,1,0.7204902,3278.6891383597376
V018888,enterprise,7372,530034.14,ach,1,0.8178391,3267.8610930875875
V008946,enterprise,7372,484505.96,ach,1,0.8939601,3265.032042525063
V004755,enterprise,5122,665062.93,ach,1,0.6512326,3264.885289668608
V016936,enterprise,5111,587638.82,ach,1,0.7369041,3264.2675742078686
V024714,enterprise,7372,581768.34,ach,1,0.7440612,3262.9698631827832
V013806,enterprise,5065,527709.02,ach,1,0.8168668,3248.543891694079
V022361,enterprise,5111,656491.09,ach,0,0.65494937,3239.7473909365794
V012638,enterprise,7392,756498.37,ach,1,0.56771123,3235.780985774603
V020055,enterprise,5065,568919.27,ach,0,0.7540452,3231.9267051750803
V013134,enterprise,5085,620426.8,check,1,0.68996435,3224.5790103200916
V003968,enterprise,5111,650639.2,ach,1,0.6574406,3222.0530227191925
V009738,enterprise,5111,575986.69,check,0,0.7425281,3221.4903325825976
V000174,enterprise,5734,856504.16,ach,0,0.49829754,3214.3513434120564
V020883,enterprise,7399,599607.69,ach,0,0.71007854,3206.14841253962
V000221,enterprise,5137,896518.01,ach,0,0.4740266,3199.7870054318737
V015357,enterprise,5169,791020.93,ach,1,0.53715545,3199.2096250509694
V001718,enterprise,5137,496918.36,ach,1,0.8540414,3195.110805226955
V014596,enterprise,5065,635652.52,ach,1,0.666259,3188.073651617489
V015676,enterprise,5211,1573583.84,check,1,0.26896748,3185.9430334033586
V013851,enterprise,5065,648670.27,ach,0,0.65192235,3183.0611492392254
V022080,enterprise,5065,515193.42,ach,0,0.8205629,3181.988850551901
V007941,enterprise,5199,797675.5,ach,0,0.52973014,3180.422041737318
V023297,enterprise,5065,592167.53,ach,1,0.7112215,3169.2983079276137
V008782,enterprise,5065,811164.85,ach,0,0.51848495,3164.614133977842
V001262,enterprise,5085,749200.88,ach,1,0.56112856,3163.184067952156
V013444,enterprise,5137,638468.86,ach,1,0.65781605,3159.9605207123377
V008604,enterprise,4214,706261.89,check,1,0.59465027,3159.8305804675297
V006498,enterprise,5137,478546.91,ach,1,0.87625515,3154.6335728802774
V023323,enterprise,5137,625499.42,ach,1,0.6677252,3141.2938296839716
V001251,enterprise,5111,796148.73,ach,1,0.5245872,3141.1955535585835
V003858,enterprise,5172,1175970.55,ach,1,0.35510334,3140.7285954189424
V024387,enterprise,5137,467747.75,ach,0,0.89089286,3133.7050582983493
V008471,enterprise,5169,594462.31,ach,1,0.70097375,3133.619793403759
V022921,enterprise,4214,706255.87,ach,1,0.58967483,3131.6904830974295
V023607,enterprise,5137,446319.61,ach,0,0.93126047,3125.118466003599
V017122,enterprise,5085,610601.17,ach,0,0.6785699,3114.684661999407
V017192,enterprise,5137,477088.86,ach,0,0.86827624,3113.9593661050226
V006880,enterprise,8911,609086.99,ach,1,0.6755379,3091.6906923191787
V007816,enterprise,5065,676931.98,check,0,0.6073317,3088.9779646078587
V005390,enterprise,5199,790246.36,check,1,0.519265,3082.7781840427206
V018544,enterprise,5199,746578.99,ach,1,0.5476858,3071.1257030537463
V011710,enterprise,5734,508373.88,ach,1,0.80309874,3066.195372468319
V016059,enterprise,8911,522688.1,ach,1,0.7797026,3060.3301804332255
V008651,enterprise,5137,451780.61,ach,1,0.9018073,3059.352446397667
V007721,enterprise,5137,580738.8,ach,0,0.6993773,3049.244263951874
V010162,enterprise,5172,621140.57,ach,0,0.6537721,3048.67507680479
V006273,enterprise,5137,715381.52,check,1,0.56515265,3034.3980663327025
V024144,enterprise,4214,918296.09,ach,0,0.44005832,3032.8306826123307
V006891,enterprise,7372,470489.15,check,1,0.8582014,3030.19551954484
V013787,enterprise,5169,891408.85,ach,0,0.45286134,3029.4768422172665
V007562,enterprise,5169,689495.35,check,0,0.58482164,3025.8544188464402
V024795,enterprise,5734,745327.41,ach,0,0.5404138,3022.281724584098
V010149,enterprise,5111,640885.31,check,1,0.6282083,3020.8756641777327
V018825,enterprise,7399,546713.27,ach,1,0.7362159,3019.991970794349
V019302,enterprise,5137,523456.11,check,1,0.7681175,3016.6063359470513
V008437,enterprise,5211,488190.41,ach,1,0.8214934,3008.361548162708
V017423,enterprise,5199,576861.83,ach,0,0.6950347,3007.5118320403144
V018516,enterprise,5137,729451.49,ach,1,0.5492983,3005.4916279730987
V000733,enterprise,5199,491059.45,ach,1,0.812238,2990.857077893925
V024963,enterprise,5211,644372.93,ach,0,0.6172689,2982.0110603419403
V011135,enterprise,5137,765879.3,check,0,0.51871717,2978.1979430003166
V017162,enterprise,5211,517512.75,check,1,0.7634933,2960.940136181355
V010711,enterprise,7399,695932.98,ach,0,0.5652768,2947.1581524217513
V015605,enterprise,5137,755359.2,ach,0,0.52074957,2946.8238223541257
V021467,enterprise,5111,504232.55,ach,1,0.77960485,2944.8171409356355
V013393,enterprise,5172,724117.48,ach,0,0.5426733,2943.6737204463766
V023679,enterprise,5111,506405.57,ach,1,0.77513945,2940.279484214182
V020253,enterprise,5085,503724.5,ach,1,0.77892244,2938.898527467251
V022559,enterprise,5172,838947.19,check,0,0.46614498,2928.5681621178865
V016348,enterprise,5199,528578.48,ach,1,0.7392539,2926.029531848221
V007470,enterprise,5111,532360.9,ach,0,0.7332782,2922.9492036105635
V009129,enterprise,5111,430283.06,ach,1,0.9033744,2909.653519462309
V003460,enterprise,7399,570572.87,ach,0,0.6811869,2909.3341822459224
V002199,enterprise,5199,1094544.94,check,0,0.3547072,2905.9438660943647
V003971,enterprise,5122,453016.61,ach,1,0.85562235,2900.889095736604
V016447,enterprise,5085,778613.22,check,0,0.49607497,2890.004266284723
V017810,enterprise,5199,579950.99,check,1,0.66474986,2884.1787188174626
V011235,enterprise,5085,713466.1,ach,1,0.5398068,2881.0707229020595
V005511,enterprise,5199,667020.95,ach,1,0.5767237,2877.4942943511487
V009157,enterprise,5065,473659.41,ach,0,0.809002,2865.5312126671834
V022597,enterprise,5122,489755.1,ach,1,0.78161496,2862.399300192499
V017720,enterprise,7399,609490.64,check,1,0.628024,2862.1979100304416
V021539,enterprise,5122,536870.87,ach,1,0.71234804,2859.5113126510573
V006623,enterprise,5085,796848.62,check,0,0.47918648,2854.7126523767947
V018764,enterprise,7372,864594.85,check,1,0.44123527,2851.917964838779
V010190,enterprise,5172,733637.63,ach,0,0.5190977,2846.6367676719765
V013071,enterprise,5137,585222.81,check,1,0.6489987,2838.470638942104
V005870,enterprise,5065,521905.32,ach,1,0.72709554,2835.80026190733
V020466,enterprise,7399,442870.04,ach,1,0.85636455,2834.0656137497517
V006976,enterprise,5211,547762.68,ach,0,0.6923622,2834.001346702004
V009293,enterprise,5211,610040.79,ach,0,0.62146866,2832.9698741464904
V007298,enterprise,5137,573462.42,check,1,0.6583071,2820.114948957062
V022062,enterprise,5111,479719.21,ach,0,0.78282464,2804.288125706568
V021355,enterprise,5111,586558.31,check,1,0.63997847,2803.0775109737733
V005251,enterprise,5111,569425.88,check,1,0.65848404,2799.6628392460443
V021961,enterprise,7399,540585.66,ach,0,0.693041,2797.1843261396125
V002665,enterprise,5065,546987.96,ach,1,0.6834553,2790.734511669598
V007944,enterprise,5137,480474.44,ach,1,0.7779717,2790.3640772311974
V001248,enterprise,5065,519774.53,ach,1,0.71874726,2788.69214650075
V017930,enterprise,5085,588321.99,check,0,0.63490295,2788.2189553112794
V022415,enterprise,5137,480130.39,ach,1,0.7766125,2783.002177688809
V005518,enterprise,5111,521879.76,check,1,0.713437,2778.6267294326403
V020645,enterprise,5199,472206.24,ach,1,0.7883751,2778.2050565010836
V017808,enterprise,5169,751375.6,ach,0,0.49508193,2775.9398657538413
V022036,enterprise,7399,558948.01,check,1,0.66414416,2769.7764453625205
V004060,enterprise,5065,535820.13,ach,0,0.6894751,2755.477183643098
V023016,enterprise,5085,474718.09,ach,1,0.7778377,2754.0289942329364
V004508,enterprise,5111,504757.14,ach,1,0.7306646,2750.4654342262843
V003313,enterprise,5137,488266.9,ach,1,0.7542834,2746.3330496379854
V010271,enterprise,5137,398590.81,check,0,0.92278284,2742.5020719189024
V011014,enterprise,7399,521455.97,ach,1,0.70489216,2740.561794082718
V005548,enterprise,5137,540384.29,ach,0,0.6768077,2725.8899943119095
V001796,enterprise,5122,544443.49,check,0,0.6711978,2723.4340598567487
V020876,enterprise,5111,481694.74,ach,1,0.75666547,2715.854207834053
V006713,enterprise,5065,532991.57,ach,0,0.68012154,2699.99238352643
V004782,enterprise,7372,440106.77,ach,1,0.82006764,2687.3385762787057
V019094,enterprise,7372,549667.47,ach,0,0.6558566,2684.02434512928
V014960,enterprise,7399,481070.32,ach,1,0.74810344,2679.1228894518663
V021046,enterprise,5065,515589.34,check,1,0.69685596,2674.332045321474
V012135,enterprise,5734,709559.74,ach,0,0.50483143,2665.6644844278526
V015782,enterprise,5111,446159.48,ach,1,0.8025843,2664.6447176610945
V024770,enterprise,5172,586823.07,ach,0,0.60967946,2662.191781932201
V020093,enterprise,5169,655137.32,check,0,0.54453367,2653.954633439007
V011807,enterprise,5172,523915.6,ach,0,0.6803342,2651.5016483203885
V011133,enterprise,5199,546435.28,ach,1,0.6510351,2645.98824795517
V006629,enterprise,5169,592661.54,ach,0,0.59951884,2642.4940506628895
V019192,enterprise,5137,565253.11,ach,0,0.62855554,2642.343773475323
V019619,enterprise,5137,500445.41,ach,1,0.709203,2639.33910823122
V015014,enterprise,7392,526167.86,ach,0,0.6720018,2628.685904115362
V009136,enterprise,5169,630030.71,ach,0,0.5596759,2620.903897690835
V012255,enterprise,5085,422289.79,ach,1,0.83305514,2614.325436261816
V024258,enterprise,5199,564965.83,check,1,0.6224081,2613.1144344631434
V014734,enterprise,5169,684870.16,ach,1,0.51341456,2612.9785044082264
V013409,enterprise,5085,566712.61,ach,0,0.6203938,2612.679974386888
V021824,enterprise,7392,430069.26,ach,0,0.81565213,2606.2952707313157
V024082,enterprise,5734,456801.5,ach,0,0.7677974,2605.8480704567432
V004426,enterprise,5085,655658.29,check,0,0.5345245,2603.723359005723
V018762,enterprise,5065,475818.23,ach,1,0.7353658,2599.20365735909
V000067,enterprise,5065,490361.15,ach,1,0.7129256,2596.7281873526813
V020430,enterprise,5065,524811.4,ach,1,0.6657772,2595.259742318726
V015955,enterprise,5199,686684.01,check,0,0.50784385,2589.826022198706
V014881,enterprise,5111,478810.0,ach,0,0.72667205,2583.502766866684
V004667,enterprise,5211,469994.98,ach,0,0.7372364,2571.9791835568044
V003819,enterprise,5199,602212.79,ach,0,0.57459944,2568.2490786025096
V022596,enterprise,5137,475112.17,check,0,0.72481036,2554.9297909026145
V020902,enterprise,5065,506426.94,ach,0,0.6797517,2553.956563637991
V004470,enterprise,5211,847533.18,check,1,0.40507972,2546.54804226389
V011078,enterprise,5122,549399.32,ach,0,0.62464607,2545.4409983258433
V019615,enterprise,5085,568920.94,check,1,0.602965,2544.3153043697166
V003055,enterprise,5734,442347.83,ach,0,0.77040833,2526.3076322239926
V020171,enterprise,5111,677726.49,ach,0,0.5020837,2522.2034913014554
V018605,enterprise,7399,1086248.87,ach,0,0.31212908,2512.398886121555
V001755,enterprise,5111,380582.92,ach,1,0.88823617,2504.380106744575
V015833,enterprise,5122,695192.88,ach,1,0.48395786,2491.5524506595802
V023522,enterprise,5137,568815.19,ach,0,0.5904295,2486.7620768260813
V021312,enterprise,7399,531880.59,ach,1,0.6309994,2484.9306070440625
V003782,enterprise,5199,456543.2,ach,1,0.73495317,2484.3029585922245
V019566,enterprise,7399,545355.53,ach,1,0.61308825,2474.808540823183
V021742,enterprise,5085,392629.76,ach,0,0.85081214,2472.433321641846
V004398,enterprise,5172,527973.42,check,1,0.63265616,2472.2050792335417
V024524,enterprise,5111,412240.16,ach,0,0.8098328,2470.7648618118283
V006902,enterprise,5122,681467.69,ach,0,0.48972368,2469.8469326868058
V002261,enterprise,5122,754657.77,check,1,0.44140324,2464.867077944744
V002327,enterprise,5122,506441.02,ach,0,0.6561712,2458.496105356465
V013289,enterprise,5065,602277.94,check,1,0.5516644,2458.042445149622
V006109,enterprise,7392,444374.29,ach,1,0.7465194,2453.8721797313356
V016873,enterprise,5169,486240.52,ach,1,0.6803781,2446.6191290483475
V005043,enterprise,5122,562422.3,ach,0,0.58798367,2445.561014679289
V017896,enterprise,5169,435324.19,ach,0,0.7562874,2433.8415844075344
V001757,enterprise,5122,440797.93,ach,1,0.7456375,2429.4036491763736
V008839,enterprise,5169,1055266.74,ach,0,0.3112589,2427.6894196276285
V012648,enterprise,5137,451640.97,ach,1,0.7264803,2424.8661577928015
V003567,enterprise,5122,365837.7,ach,1,0.89542735,2420.648646893788
V013324,enterprise,5065,703954.89,ach,0,0.4645766,2416.327765959158
V020238,enterprise,5137,440673.21,ach,1,0.740783,2411.545696108799
V020636,enterprise,5169,662442.43,ach,0,0.4920485,2407.630442574368
V011257,enterprise,5137,490968.4,ach,0,0.6627405,2403.0772554704668
V016284,enterprise,5122,464659.58,ach,0,0.69998294,2402.030235537863
V017623,enterprise,5137,395496.38,ach,1,0.81441647,2376.790119705
V004992,enterprise,5137,419582.31,ach,1,0.76760817,2376.5984588516617
V018057,enterprise,5172,678695.89,ach,1,0.4740613,2373.947703221708
V024817,enterprise,5111,506599.07,check,1,0.6331863,2366.1726476260233
V014175,enterprise,5122,673907.02,ach,1,0.4746623,2359.0260699530795
V007613,enterprise,5211,448147.97,check,0,0.711522,2350.937058860426
V003245,enterprise,5211,474413.97,ach,1,0.6711833,2347.3498264314603
V004495,enterprise,5111,468845.9,ach,1,0.6760472,2335.69568563509
V017184,enterprise,5065,413606.61,ach,0,0.7644261,2329.3735428174114
V000763,enterprise,5122,382320.32,ach,1,0.82512736,2323.7036603302004
V012762,enterprise,5065,457318.25,ach,0,0.688452,2318.7333304982185
V019139,enterprise,5065,428633.66,ach,1,0.73448604,2318.60352819417
V001639,enterprise,5111,708165.99,check,0,0.44446594,2318.045272348876
V008661,enterprise,5734,362428.99,ach,0,0.86830574,2317.593386821494
V006438,enterprise,5169,499948.46,ach,0,0.62540317,2301.354797035713
V007763,enterprise,5169,808192.11,check,0,0.38611144,2296.4177439528703
V019250,enterprise,5199,664406.83,check,1,0.4695469,2295.761413871145
V014569,enterprise,5734,662122.3,check,1,0.47087163,2294.1968391439914
V006727,enterprise,7399,442745.87,ach,0,0.70361286,2292.1735169809103
V006844,enterprise,5065,611487.52,ach,1,0.50872207,2288.6175603622437
V020357,enterprise,5065,541637.87,check,0,0.57311094,2283.348702169046
V019381,enterprise,5199,485725.59,ach,1,0.6386682,2281.73982646163
V005432,enterprise,5211,429313.9,check,1,0.7220888,2280.0221183280946
V001086,enterprise,5169,480579.27,ach,1,0.6447559,2278.850557640758
V008038,enterprise,7399,455458.71,check,1,0.67894197,2273.8402527259636
V007100,enterprise,7372,423156.7,check,1,0.7302637,2272.127853301239
V001951,enterprise,5199,404635.05,ach,0,0.76349765,2271.503280278802
V001136,enterprise,5169,616392.67,ach,0,0.5002984,2267.0420381590748
V018790,enterprise,5199,453672.84,ach,1,0.67903686,2264.484630312119
